Brand	Line	Wrapper	Wrapper_Alias	Vitola	Length	Ring Gauge	Binder	Filler	Strength	Box Quantity	Shape
Rocky Patel	Vintage 1992	Ecuadorian Sumatra	Natural	Robusto	5	50	Nicaraguan	Nicaraguan, Dominican	Medium	20	Box Press
Rocky Patel	Vintage 1992	Ecuadorian Sumatra	Natural	Toro	6	52	Nicaraguan	Nicaraguan, Dominican	Medium	20	Box Press
Rocky Patel	Vintage 1992	Ecuadorian Sumatra	Natural	Torpedo	6.5	52	Nicaraguan	Nicaraguan, Dominican	Medium	20	Torpedo
Rocky Patel	Vintage 1992	Ecuadorian Sumatra	Natural	Churchill	7	48	Nicaraguan	Nicaraguan, Dominican	Medium	20	Box Press
Rocky Patel	Vintage 1992	Ecuadorian Sumatra	Natural	Petit Corona	4.5	50	Nicaraguan	Nicaraguan, Dominican	Medium	20	Box Press
Rocky Patel	Vintage 1999	Connecticut Shade	Natural	Robusto	5	50	Nicaraguan	Nicaraguan, Dominican	Mild-Medium	20	Parejo
Rocky Patel	Vintage 1999	Connecticut Shade	Natural	Toro	6	52	Nicaraguan	Nicaraguan, Dominican	Mild-Medium	20	Parejo
Rocky Patel	Vintage 1999	Connecticut Shade	Natural	Churchill	7	48	Nicaraguan	Nicaraguan, Dominican	Mild-Medium	20	Parejo
Rocky Patel	Vintage 1999	Connecticut Shade	Natural	Junior	4	50	Nicaraguan	Nicaraguan, Dominican	Mild-Medium	20	Parejo
Rocky Patel	Decade	Ecuadorian Sumatra	Natural	Robusto	5	50	Nicaraguan	Nicaraguan	Medium-Full	20	Box Press
Rocky Patel	Decade	Ecuadorian Sumatra	Natural	Toro	6.5	52	Nicaraguan	Nicaraguan	Medium-Full	20	Box Press
Rocky Patel	Decade	Ecuadorian Sumatra	Natural	Torpedo	6.5	52	Nicaraguan	Nicaraguan	Medium-Full	20	Torpedo
Rocky Patel	Decade	Ecuadorian Sumatra	Natural	Lonsdale	6.5	44	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Rocky Patel	The Edge Corojo	Honduran Corojo	Maduro	Robusto	5	50	Nicaraguan	Nicaraguan	Full	20	Parejo
Rocky Patel	The Edge Corojo	Honduran Corojo	Maduro	Toro	6	52	Nicaraguan	Nicaraguan	Full	20	Parejo
Rocky Patel	The Edge Corojo	Honduran Corojo	Maduro	Missile	6	60	Nicaraguan	Nicaraguan	Full	20	Parejo
Rocky Patel	The Edge Corojo	Honduran Corojo	Maduro	Torpedo	6.125	52	Nicaraguan	Nicaraguan	Full	20	Torpedo
Rocky Patel	The Edge Corojo	Honduran Corojo	Maduro	Churchill	7	48	Nicaraguan	Nicaraguan	Full	20	Parejo
Rocky Patel	The Edge Corojo	Honduran Corojo	Maduro	Battalion	6	60	Nicaraguan	Nicaraguan	Full	20	Parejo
Rocky Patel	The Edge Corojo	Honduran Corojo	Maduro	B52	4.5	60	Nicaraguan	Nicaraguan	Full	20	Parejo
Rocky Patel	The Edge Corojo	Honduran Corojo	Maduro	Howitzer	7	70	Nicaraguan	Nicaraguan	Full	10	Parejo
Rocky Patel	The Edge Maduro	Costa Rican Maduro	Maduro	Robusto	5.5	50	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Rocky Patel	The Edge Maduro	Costa Rican Maduro	Maduro	Toro	6	52	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Rocky Patel	The Edge Maduro	Costa Rican Maduro	Maduro	Missile	6	60	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Rocky Patel	The Edge Maduro	Costa Rican Maduro	Maduro	Torpedo	6.125	52	Nicaraguan	Nicaraguan	Medium-Full	20	Torpedo
Rocky Patel	The Edge Maduro	Costa Rican Maduro	Maduro	Churchill	7	48	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Rocky Patel	The Edge Maduro	Costa Rican Maduro	Maduro	Battalion	6	60	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Rocky Patel	The Edge Maduro	Costa Rican Maduro	Maduro	B52	4.5	60	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Rocky Patel	The Edge Maduro	Costa Rican Maduro	Maduro	Howitzer	7	70	Nicaraguan	Nicaraguan	Medium-Full	10	Parejo
Rocky Patel	The Edge Connecticut	Connecticut Shade	Natural	Robusto	5	50	Nicaraguan	Nicaraguan	Mild-Medium	20	Parejo
Rocky Patel	The Edge Connecticut	Connecticut Shade	Natural	Toro	6	52	Nicaraguan	Nicaraguan	Mild-Medium	20	Parejo
Rocky Patel	The Edge Connecticut	Connecticut Shade	Natural	Torpedo	6.125	52	Nicaraguan	Nicaraguan	Mild-Medium	20	Torpedo
Rocky Patel	The Edge Sumatra	Ecuadorian Sumatra	Natural	Robusto	5	50	Nicaraguan	Nicaraguan	Medium	20	Parejo
Rocky Patel	The Edge Sumatra	Ecuadorian Sumatra	Natural	Toro	6	52	Nicaraguan	Nicaraguan	Medium	20	Parejo
Rocky Patel	The Edge Sumatra	Ecuadorian Sumatra	Natural	Torpedo	6.125	52	Nicaraguan	Nicaraguan	Medium	20	Torpedo
Rocky Patel	The Edge Habano	Nicaraguan Habano	Natural	Robusto	5	50	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Rocky Patel	The Edge Habano	Nicaraguan Habano	Natural	Toro	6	52	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Rocky Patel	The Edge Habano	Nicaraguan Habano	Natural	Torpedo	6.5	52	Nicaraguan	Nicaraguan	Medium-Full	20	Torpedo
Rocky Patel	The Edge Habano	Nicaraguan Habano	Natural	Battalion	6	60	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Rocky Patel	Sun Grown	Ecuadorian Sumatra	Sun Grown	Robusto	5	50	Nicaraguan	Nicaraguan	Full	20	Parejo
Rocky Patel	Sun Grown	Ecuadorian Sumatra	Sun Grown	Toro	6	52	Nicaraguan	Nicaraguan	Full	20	Parejo
Rocky Patel	Sun Grown	Ecuadorian Sumatra	Sun Grown	Torpedo	6.5	52	Nicaraguan	Nicaraguan	Full	20	Torpedo
Rocky Patel	Sun Grown	Ecuadorian Sumatra	Sun Grown	Sixty	6	60	Nicaraguan	Nicaraguan	Full	20	Parejo
Rocky Patel	Sun Grown Maduro	Ecuadorian Maduro	Maduro	Robusto	5	50	Nicaraguan	Nicaraguan	Full	20	Parejo
Rocky Patel	Sun Grown Maduro	Ecuadorian Maduro	Maduro	Toro	6	52	Nicaraguan	Nicaraguan	Full	20	Parejo
Rocky Patel	Sun Grown Maduro	Ecuadorian Maduro	Maduro	Lancero	7.5	38	Nicaraguan	Nicaraguan	Full	20	Parejo
Rocky Patel	ALR Second Edition	Mexican San Andres	Maduro	Robusto	5.5	50	Nicaraguan	Nicaraguan	Full	20	Box Press
Rocky Patel	ALR Second Edition	Mexican San Andres	Maduro	Toro	6.5	52	Nicaraguan	Nicaraguan	Full	20	Box Press
Rocky Patel	ALR Second Edition	Mexican San Andres	Maduro	Sixty	6	60	Nicaraguan	Nicaraguan	Full	20	Box Press
Rocky Patel	Royale	Ecuadorian Sumatra	Natural	Robusto	5.5	50	Nicaraguan	Nicaraguan	Medium	20	Parejo
Rocky Patel	Royale	Ecuadorian Sumatra	Natural	Toro	6	50	Nicaraguan	Nicaraguan	Medium	20	Parejo
Rocky Patel	Royale	Ecuadorian Sumatra	Natural	Torpedo	6.125	52	Nicaraguan	Nicaraguan	Medium	20	Torpedo
Rocky Patel	Royale	Ecuadorian Sumatra	Natural	Colossal	6.5	58	Nicaraguan	Nicaraguan	Medium	20	Parejo
Rocky Patel	Number 6	Honduran Corojo	Natural	Corona	5.5	42	Honduran	Honduran	Medium-Full	20	Parejo
Rocky Patel	Number 6	Honduran Corojo	Natural	Robusto	5.5	50	Honduran	Honduran	Medium-Full	20	Parejo
Rocky Patel	Number 6	Honduran Corojo	Natural	Toro	6	52	Honduran	Honduran	Medium-Full	20	Parejo
Rocky Patel	Number 6	Honduran Corojo	Natural	Sixty	6	60	Honduran	Honduran	Medium-Full	20	Parejo
Macanudo	Cafe	Connecticut Shade	Natural	Ascot	4	32	Mexican	Dominican	Mild	10	Parejo
Macanudo	Cafe	Connecticut Shade	Natural	Caviar	4	36	Mexican	Dominican	Mild	10	Parejo
Macanudo	Cafe	Connecticut Shade	Natural	Hyde Park	5.5	49	Mexican	Dominican	Mild	25	Parejo
Macanudo	Cafe	Connecticut Shade	Natural	Hampton Court	5.25	42	Mexican	Dominican	Mild	25	Parejo
Macanudo	Cafe	Connecticut Shade	Natural	Portofino	7	34	Mexican	Dominican	Mild	25	Parejo
Macanudo	Cafe	Connecticut Shade	Natural	Duke of Devon	5.5	42	Mexican	Dominican	Mild	25	Parejo
Macanudo	Cafe	Connecticut Shade	Natural	Baron de Rothschild	6.5	42	Mexican	Dominican	Mild	25	Parejo
Macanudo	Cafe	Connecticut Shade	Natural	Prince Philip	7.5	49	Mexican	Dominican	Mild	10	Parejo
Macanudo	Cafe	Connecticut Shade	Natural	Crystal	5.5	50	Mexican	Dominican	Mild	8	Parejo
Macanudo	Cafe	Connecticut Shade	Natural	Gigante	6	60	Mexican	Dominican	Mild	25	Parejo
Macanudo	Maduro	Connecticut Broadleaf	Maduro	Ascot	4	32	Mexican	Dominican	Medium	10	Parejo
Macanudo	Maduro	Connecticut Broadleaf	Maduro	Hyde Park	5.5	49	Mexican	Dominican	Medium	25	Parejo
Macanudo	Maduro	Connecticut Broadleaf	Maduro	Hampton Court	5.25	42	Mexican	Dominican	Medium	25	Parejo
Macanudo	Maduro	Connecticut Broadleaf	Maduro	Duke of Devon	5.5	42	Mexican	Dominican	Medium	25	Parejo
Macanudo	Maduro	Connecticut Broadleaf	Maduro	Baron de Rothschild	6.5	42	Mexican	Dominican	Medium	25	Parejo
Macanudo	Maduro	Connecticut Broadleaf	Maduro	Prince Philip	7.5	49	Mexican	Dominican	Medium	10	Parejo
Macanudo	Maduro	Connecticut Broadleaf	Maduro	Crystal	5.5	50	Mexican	Dominican	Medium	8	Parejo
Macanudo	Maduro	Connecticut Broadleaf	Maduro	Gigante	6	60	Mexican	Dominican	Medium	25	Parejo
Macanudo	Robust	Connecticut Shade	Natural	Ascot	4	32	Mexican	Dominican, Nicaraguan	Medium	10	Parejo
Macanudo	Robust	Connecticut Shade	Natural	Hyde Park	5.5	49	Mexican	Dominican, Nicaraguan	Medium	25	Parejo
Macanudo	Robust	Connecticut Shade	Natural	Hampton Court	5.25	42	Mexican	Dominican, Nicaraguan	Medium	25	Parejo
Macanudo	Robust	Connecticut Shade	Natural	Portofino	7	34	Mexican	Dominican, Nicaraguan	Medium	25	Parejo
Macanudo	Robust	Connecticut Shade	Natural	Duke of Devon	5.5	42	Mexican	Dominican, Nicaraguan	Medium	25	Parejo
Macanudo	Robust	Connecticut Shade	Natural	Baron de Rothschild	6.5	42	Mexican	Dominican, Nicaraguan	Medium	25	Parejo
Macanudo	Robust	Connecticut Shade	Natural	Prince Philip	7.5	49	Mexican	Dominican, Nicaraguan	Medium	10	Parejo
Macanudo	Robust	Connecticut Shade	Natural	Toro	6	50	Mexican	Dominican, Nicaraguan	Medium	20	Parejo
Macanudo	Inspirado White	Ecuadorian Connecticut	Natural	Minis	4.25	32	Nicaraguan	Nicaraguan, Dominican	Mild-Medium	20	Parejo
Macanudo	Inspirado White	Ecuadorian Connecticut	Natural	Robusto	5	50	Nicaraguan	Nicaraguan, Dominican	Mild-Medium	20	Parejo
Macanudo	Inspirado White	Ecuadorian Connecticut	Natural	Toro	6	50	Nicaraguan	Nicaraguan, Dominican	Mild-Medium	20	Parejo
Macanudo	Inspirado White	Ecuadorian Connecticut	Natural	Churchill	7	48	Nicaraguan	Nicaraguan, Dominican	Mild-Medium	20	Parejo
Macanudo	Inspirado White	Ecuadorian Connecticut	Natural	Gigante	6	60	Nicaraguan	Nicaraguan, Dominican	Mild-Medium	20	Parejo
Macanudo	Inspirado Orange	Ecuadorian Habano	Habano	Robusto	5	50	Honduran	Nicaraguan, Dominican	Medium	20	Parejo
Macanudo	Inspirado Orange	Ecuadorian Habano	Habano	Toro	6	50	Honduran	Nicaraguan, Dominican	Medium	20	Parejo
Macanudo	Inspirado Orange	Ecuadorian Habano	Habano	Churchill	7	48	Honduran	Nicaraguan, Dominican	Medium	20	Parejo
Macanudo	Inspirado Orange	Ecuadorian Habano	Habano	Gigante	6	60	Honduran	Nicaraguan, Dominican	Medium	20	Parejo
Macanudo	Inspirado Red	Honduran Habano	Habano Rosado	Robusto	5	50	Nicaraguan	Nicaraguan, Dominican	Medium-Full	20	Parejo
Macanudo	Inspirado Red	Honduran Habano	Habano Rosado	Toro	6	50	Nicaraguan	Nicaraguan, Dominican	Medium-Full	20	Parejo
Macanudo	Inspirado Red	Honduran Habano	Habano Rosado	Churchill	7	48	Nicaraguan	Nicaraguan, Dominican	Medium-Full	20	Parejo
Macanudo	Inspirado Red	Honduran Habano	Habano Rosado	Gigante	6	60	Nicaraguan	Nicaraguan, Dominican	Medium-Full	20	Parejo
Macanudo	Inspirado Black	Connecticut Broadleaf	Maduro	Robusto	5	50	Nicaraguan Habano	Nicaraguan, Brazilian	Full	20	Parejo
Macanudo	Inspirado Black	Connecticut Broadleaf	Maduro	Toro	6	50	Nicaraguan Habano	Nicaraguan, Brazilian	Full	20	Parejo
Macanudo	Inspirado Black	Connecticut Broadleaf	Maduro	Churchill	7	48	Nicaraguan Habano	Nicaraguan, Brazilian	Full	20	Parejo
Macanudo	Inspirado Black	Connecticut Broadleaf	Maduro	Gigante	6	60	Nicaraguan Habano	Nicaraguan, Brazilian	Full	20	Parejo
Macanudo	Cru Royale	Brazilian Arapiraca	Natural	Petit Corona	4.5	42	Nicaraguan	Dominican, Nicaraguan	Medium	20	Parejo
Macanudo	Cru Royale	Brazilian Arapiraca	Natural	Robusto	5	50	Nicaraguan	Dominican, Nicaraguan	Medium	20	Parejo
Macanudo	Cru Royale	Brazilian Arapiraca	Natural	Toro	6	52	Nicaraguan	Dominican, Nicaraguan	Medium	20	Parejo
Macanudo	Cru Royale	Brazilian Arapiraca	Natural	Churchill	7	49	Nicaraguan	Dominican, Nicaraguan	Medium	20	Parejo
Macanudo	Gold Label	Connecticut Shade	Natural	Lord Nelson	7	49	Mexican	Dominican	Mild	10	Parejo
Macanudo	Gold Label	Connecticut Shade	Natural	Duke of Windsor	6	50	Mexican	Dominican	Mild	10	Parejo
Macanudo	Gold Label	Connecticut Shade	Natural	Somerset	5.5	42	Mexican	Dominican	Mild	10	Parejo
Macanudo	Gold Label	Connecticut Shade	Natural	Tudor	6	45	Mexican	Dominican	Mild	10	Parejo
Montecristo	Classic	Connecticut Shade	Natural	No. 1	6.5	44	Dominican	Dominican	Medium	25	Parejo
Montecristo	Classic	Connecticut Shade	Natural	No. 2	6.125	52	Dominican	Dominican	Medium	25	Torpedo
Montecristo	Classic	Connecticut Shade	Natural	No. 3	5.5	44	Dominican	Dominican	Medium	25	Parejo
Montecristo	Classic	Connecticut Shade	Natural	No. 4	5	42	Dominican	Dominican	Medium	25	Parejo
Montecristo	Classic	Connecticut Shade	Natural	No. 5	4	42	Dominican	Dominican	Medium	25	Parejo
Montecristo	Classic	Connecticut Shade	Natural	Especial	7.625	38	Dominican	Dominican	Medium	25	Parejo
Montecristo	Classic	Connecticut Shade	Natural	Especial No. 2	6	38	Dominican	Dominican	Medium	25	Parejo
Montecristo	Classic	Connecticut Shade	Natural	Rothschilde	4.5	50	Dominican	Dominican	Medium	25	Parejo
Montecristo	Classic	Connecticut Shade	Natural	Double Corona	7.625	50	Dominican	Dominican	Medium	10	Parejo
Montecristo	Classic	Connecticut Shade	Natural	Churchill	7	48	Dominican	Dominican	Medium	25	Parejo
Montecristo	Classic	Connecticut Shade	Natural	Robusto	5	50	Dominican	Dominican	Medium	20	Parejo
Montecristo	White	Ecuadorian Connecticut	Natural	No. 2	6	55	Nicaraguan	Dominican, Nicaraguan	Mild-Medium	27	Torpedo
Montecristo	White	Ecuadorian Connecticut	Natural	No. 3	5.5	44	Nicaraguan	Dominican, Nicaraguan	Mild-Medium	27	Parejo
Montecristo	White	Ecuadorian Connecticut	Natural	Churchill	7	54	Nicaraguan	Dominican, Nicaraguan	Mild-Medium	27	Parejo
Montecristo	White	Ecuadorian Connecticut	Natural	Toro	6	50	Nicaraguan	Dominican, Nicaraguan	Mild-Medium	27	Parejo
Montecristo	White	Ecuadorian Connecticut	Natural	Rothschilde	4.5	50	Nicaraguan	Dominican, Nicaraguan	Mild-Medium	27	Parejo
Montecristo	White	Ecuadorian Connecticut	Natural	Corona	5.5	42	Nicaraguan	Dominican, Nicaraguan	Mild-Medium	27	Parejo
Montecristo	Platinum	Mexican San Andres	Natural	No. 3	5.5	44	Nicaraguan	Dominican, Nicaraguan	Medium	27	Parejo
Montecristo	Platinum	Mexican San Andres	Natural	Toro	6	50	Nicaraguan	Dominican, Nicaraguan	Medium	27	Parejo
Montecristo	Platinum	Mexican San Andres	Natural	Rothschilde	4.5	50	Nicaraguan	Dominican, Nicaraguan	Medium	27	Parejo
Montecristo	Platinum	Mexican San Andres	Natural	Churchill	7	50	Nicaraguan	Dominican, Nicaraguan	Medium	27	Parejo
Montecristo	Platinum	Mexican San Andres	Natural	Habana	6	52	Nicaraguan	Dominican, Nicaraguan	Medium	15	Box Press
Montecristo	Platinum	Mexican San Andres	Natural	Especial	7.5	38	Nicaraguan	Dominican, Nicaraguan	Medium	27	Parejo
Montecristo	Media Noche	Mexican San Andres	Maduro	No. 2	6.125	52	Nicaraguan	Dominican, Nicaraguan	Medium	20	Torpedo
Montecristo	Media Noche	Mexican San Andres	Maduro	No. 3	5.5	44	Nicaraguan	Dominican, Nicaraguan	Medium	20	Parejo
Montecristo	Media Noche	Mexican San Andres	Maduro	Churchill	7	50	Nicaraguan	Dominican, Nicaraguan	Medium	20	Parejo
Montecristo	Media Noche	Mexican San Andres	Maduro	Edmundo	5.25	52	Nicaraguan	Dominican, Nicaraguan	Medium	20	Parejo
Montecristo	Media Noche	Mexican San Andres	Maduro	Toro	6	52	Nicaraguan	Dominican, Nicaraguan	Medium	20	Parejo
Montecristo	Media Noche	Mexican San Andres	Maduro	Robusto	5	50	Nicaraguan	Dominican, Nicaraguan	Medium	20	Parejo
Montecristo	Epic	Ecuadorian Habano	Natural	No. 2	6.125	52	Nicaraguan	Nicaraguan	Medium-Full	20	Torpedo
Montecristo	Epic	Ecuadorian Habano	Natural	Toro	6	52	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Montecristo	Epic	Ecuadorian Habano	Natural	Churchill	7	54	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Montecristo	Epic	Ecuadorian Habano	Natural	Robusto	5	50	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Montecristo	Epic Craft Cured	Ecuadorian Habano	Natural	Toro	6	52	Nicaraguan	Nicaraguan, Dominican	Medium-Full	10	Parejo
Montecristo	Epic Craft Cured	Ecuadorian Habano	Natural	Robusto	5	50	Nicaraguan	Nicaraguan, Dominican	Medium-Full	10	Parejo
Montecristo	Nicaragua	Nicaraguan Habano	Natural	No. 2	6	52	Nicaraguan	Nicaraguan	Medium-Full	20	Torpedo
Montecristo	Nicaragua	Nicaraguan Habano	Natural	Toro	6	52	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Montecristo	Nicaragua	Nicaraguan Habano	Natural	Churchill	7	54	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Montecristo	Nicaragua	Nicaraguan Habano	Natural	Robusto	5	50	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Montecristo	1935 Anniversary Nicaragua	Nicaraguan Habano	Natural	Demi	5	50	Nicaraguan	Nicaraguan	Medium-Full	10	Parejo
Montecristo	1935 Anniversary Nicaragua	Nicaraguan Habano	Natural	Maltés	6.125	54	Nicaraguan	Nicaraguan	Medium-Full	10	Parejo
Montecristo	1935 Anniversary Nicaragua	Nicaraguan Habano	Natural	Toro	6	50	Nicaraguan	Nicaraguan	Medium-Full	10	Parejo
Montecristo	1935 Anniversary Nicaragua	Nicaraguan Habano	Natural	Churchill	7	50	Nicaraguan	Nicaraguan	Medium-Full	10	Parejo
Montecristo	Crafted by AJ Fernandez	Nicaraguan Habano	Natural	Toro	6	52	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Montecristo	Crafted by AJ Fernandez	Nicaraguan Habano	Natural	Robusto	5	50	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Montecristo	Crafted by AJ Fernandez	Nicaraguan Habano	Natural	Churchill	7	50	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Montecristo	Pepe Mendez	Ecuadorian Habano	Natural	Robusto	5	50	Nicaraguan	Nicaraguan, Dominican	Medium	20	Parejo
Montecristo	Pepe Mendez	Ecuadorian Habano	Natural	Toro	6	52	Nicaraguan	Nicaraguan, Dominican	Medium	20	Parejo
Montecristo	Pepe Mendez	Ecuadorian Habano	Natural	Churchill	7	50	Nicaraguan	Nicaraguan, Dominican	Medium	20	Parejo
Montecristo	Espada	Ecuadorian Habano	Natural	Ricasso	4.5	50	Nicaraguan	Nicaraguan	Medium-Full	10	Box Press
Montecristo	Espada	Ecuadorian Habano	Natural	Quillon	5	50	Nicaraguan	Nicaraguan	Medium-Full	10	Box Press
Montecristo	Espada	Ecuadorian Habano	Natural	Guard	6	52	Nicaraguan	Nicaraguan	Medium-Full	10	Box Press
Montecristo	Espada	Ecuadorian Habano	Natural	Estoque	6.5	60	Nicaraguan	Nicaraguan	Medium-Full	10	Box Press
Montecristo	Origen	Nicaraguan Habano	Natural	Robusto	5	50	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Montecristo	Origen	Nicaraguan Habano	Natural	Toro	6	52	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Montecristo	Origen	Nicaraguan Habano	Natural	Churchill	7	50	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Montecristo	Relentless	Nicaraguan Habano	Natural	Robusto	5	52	Nicaraguan	Nicaraguan	Full	20	Parejo
Montecristo	Relentless	Nicaraguan Habano	Natural	Toro	6	54	Nicaraguan	Nicaraguan	Full	20	Parejo
Montecristo	Relentless	Nicaraguan Habano	Natural	Churchill	7	56	Nicaraguan	Nicaraguan	Full	20	Parejo
Montecristo	New York	Ecuadorian Connecticut	Natural	Robusto	5	50	Nicaraguan	Dominican, Nicaraguan	Medium	20	Parejo
Montecristo	New York	Ecuadorian Connecticut	Natural	Toro	6	52	Nicaraguan	Dominican, Nicaraguan	Medium	20	Parejo
Montecristo	New York	Ecuadorian Connecticut	Natural	Churchill	7	50	Nicaraguan	Dominican, Nicaraguan	Medium	20	Parejo
Montecristo	Memories	Ecuadorian Connecticut	Natural	Corona	5.5	42	Dominican	Dominican	Mild-Medium	20	Parejo
Montecristo	Memories	Ecuadorian Connecticut	Natural	Robusto	5	50	Dominican	Dominican	Mild-Medium	20	Parejo
Montecristo	Grupo de Maestros Private Batch	Nicaraguan Habano	Natural	Robusto	5	54	Nicaraguan	Nicaraguan	Medium-Full	10	Parejo
Montecristo	Grupo de Maestros Private Batch	Nicaraguan Habano	Natural	Toro	6	52	Nicaraguan	Nicaraguan	Medium-Full	10	Parejo
Montecristo	Monte by Montecristo	Ecuadorian Connecticut	Natural	AJ	5.625	46	Nicaraguan	Dominican, Nicaraguan	Medium	15	Parejo
Montecristo	Monte by Montecristo	Ecuadorian Connecticut	Natural	Jacopo	5.125	52	Nicaraguan	Dominican, Nicaraguan	Medium	15	Parejo
Montecristo	Monte by Montecristo	Ecuadorian Connecticut	Natural	Conde	6	54	Nicaraguan	Dominican, Nicaraguan	Medium	15	Parejo
Montecristo	Monte by Montecristo	Nicaraguan Habano	Maduro	AJ	5.625	46	Nicaraguan	Dominican, Nicaraguan	Medium-Full	15	Parejo
Montecristo	Monte by Montecristo	Nicaraguan Habano	Maduro	Jacopo	5.125	52	Nicaraguan	Dominican, Nicaraguan	Medium-Full	15	Parejo
Montecristo	Monte by Montecristo	Nicaraguan Habano	Maduro	Conde	6	54	Nicaraguan	Dominican, Nicaraguan	Medium-Full	15	Parejo
Montecristo	Classic	Connecticut Shade	Natural	No. 2 Tubo	6.125	52	Dominican	Dominican	Medium	15	Torpedo
Montecristo	Classic	Connecticut Shade	Natural	No. 3 Tubo	5.5	44	Dominican	Dominican	Medium	15	Parejo
Montecristo	Cifrado	Ecuadorian Habano	Natural	Robusto	5	50	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Montecristo	Cifrado	Ecuadorian Habano	Natural	Toro	6	52	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Montecristo	Cifrado	Ecuadorian Habano	Natural	Belicoso	6.5	54	Nicaraguan	Nicaraguan	Medium-Full	20	Belicoso
My Father	Blue	Connecticut Broadleaf Rosado	Rosado	Petit Robusto	4.5	50	Honduran	Honduran	Medium-Full	20	Box Press
My Father	Blue	Connecticut Broadleaf Rosado	Rosado	Robusto	5.25	54	Honduran	Honduran	Medium-Full	20	Box Press
My Father	Blue	Connecticut Broadleaf Rosado	Rosado	Toro	6	54	Honduran	Honduran	Medium-Full	20	Box Press
My Father	Blue	Connecticut Broadleaf Rosado	Rosado	Toro Gordo	6	60	Honduran	Honduran	Medium-Full	20	Box Press
My Father	Le Bijou 1922	Ecuadorian Habano Oscuro	Maduro	Petit Robusto	4.5	52	Nicaraguan	Nicaraguan	Full	23	Box Press
My Father	Le Bijou 1922	Ecuadorian Habano Oscuro	Maduro	Robusto	5	52	Nicaraguan	Nicaraguan	Full	23	Box Press
My Father	Le Bijou 1922	Ecuadorian Habano Oscuro	Maduro	Toro	6	52	Nicaraguan	Nicaraguan	Full	23	Box Press
My Father	Le Bijou 1922	Ecuadorian Habano Oscuro	Maduro	Churchill	7	52	Nicaraguan	Nicaraguan	Full	23	Box Press
My Father	Le Bijou 1922	Ecuadorian Habano Oscuro	Maduro	Torpedo	6.5	52	Nicaraguan	Nicaraguan	Full	23	Torpedo
My Father	Le Bijou 1922	Ecuadorian Habano Oscuro	Maduro	Grand Robusto	5.5	55	Nicaraguan	Nicaraguan	Full	23	Box Press
My Father	Flor de las Antillas	Nicaraguan Sun Grown	Natural	Petit Robusto	4.5	52	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
My Father	Flor de las Antillas	Nicaraguan Sun Grown	Natural	Robusto	5	50	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
My Father	Flor de las Antillas	Nicaraguan Sun Grown	Natural	Toro	6	54	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
My Father	Flor de las Antillas	Nicaraguan Sun Grown	Natural	Belicoso	6	52	Nicaraguan	Nicaraguan	Medium-Full	20	Belicoso
My Father	Flor de las Antillas	Nicaraguan Sun Grown	Natural	Churchill	7	48	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
My Father	The Judge	Ecuadorian Habano	Natural	Toro	6.5	56	Nicaraguan	Nicaraguan	Full	23	Parejo
My Father	The Judge	Ecuadorian Habano	Natural	Grand Robusto	5.625	60	Nicaraguan	Nicaraguan	Full	23	Parejo
My Father	No. 1	Nicaraguan Habano	Natural	Robusto	5.5	52	Nicaraguan	Nicaraguan	Full	23	Parejo
My Father	No. 1	Nicaraguan Habano	Natural	Toro	6.5	52	Nicaraguan	Nicaraguan	Full	23	Parejo
My Father	No. 1	Nicaraguan Habano	Natural	Churchill	7.625	47	Nicaraguan	Nicaraguan	Full	23	Parejo
My Father	No. 2	Nicaraguan Habano	Natural	Belicoso	5.625	55	Nicaraguan	Nicaraguan	Full	23	Belicoso
My Father	No. 2	Nicaraguan Habano	Natural	Torpedo	6	52	Nicaraguan	Nicaraguan	Full	23	Torpedo
