Brand	Line	Wrapper	Wrapper_Alias	Vitola	Length	Ring Gauge	Binder	Filler	Strength	Box Quantity	Shape
Drew Estate	Herrera Esteli Norteno	Mexican San Andres	Maduro	Lonsdale Deluxe	6.25	44	Nicaraguan	Nicaraguan	Full	25	Parejo
Drew Estate	Herrera Esteli Norteno	Mexican San Andres	Maduro	Robusto Extra	5.5	52	Nicaraguan	Nicaraguan	Full	25	Parejo
Drew Estate	Herrera Esteli Norteno	Mexican San Andres	Maduro	Toro Especial	6	52	Nicaraguan	Nicaraguan	Full	25	Parejo
Drew Estate	Herrera Esteli Norteno	Mexican San Andres	Maduro	Piramide Fino	6.25	52	Nicaraguan	Nicaraguan	Full	25	Pyramid
Drew Estate	Herrera Esteli Miami	Ecuadorian Habano Oscuro	Dark Habano	Corona Gorda	5.625	46	Ecuadorian Sumatra	Dominican/Nicaraguan	Medium-Full	10	Parejo
Drew Estate	Herrera Esteli Miami	Ecuadorian Habano Oscuro	Dark Habano	Robusto Grande	5.25	54	Ecuadorian Sumatra	Dominican/Nicaraguan	Medium-Full	10	Parejo
Drew Estate	Herrera Esteli Miami	Ecuadorian Habano Oscuro	Dark Habano	Toro	6	54	Ecuadorian Sumatra	Dominican/Nicaraguan	Medium-Full	10	Parejo
Drew Estate	Herrera Esteli Miami	Ecuadorian Habano Oscuro	Dark Habano	Gran Toro	6.125	54	Ecuadorian Sumatra	Dominican/Nicaraguan	Medium-Full	10	Parejo
Drew Estate	Tabak Especial Dulce	Connecticut Shade	Infused Connecticut	Cafecita	4	32	Nicaraguan	Nicaraguan	Mild-Medium	40	Parejo
Drew Estate	Tabak Especial Dulce	Connecticut Shade	Infused Connecticut	Colada	4.5	32	Nicaraguan	Nicaraguan	Mild-Medium	24	Parejo
Drew Estate	Tabak Especial Dulce	Connecticut Shade	Infused Connecticut	Gordito	6	60	Nicaraguan	Nicaraguan	Mild-Medium	24	Parejo
Drew Estate	Tabak Especial Dulce	Connecticut Shade	Infused Connecticut	Robusto	5	54	Nicaraguan	Nicaraguan	Mild-Medium	24	Parejo
Drew Estate	Tabak Especial Dulce	Connecticut Shade	Infused Connecticut	Belicoso	6	54	Nicaraguan	Nicaraguan	Mild-Medium	24	Belicoso
Drew Estate	Tabak Especial Negra	Maduro	Infused Maduro	Cafecita	4	32	Nicaraguan	Nicaraguan	Medium	40	Parejo
Drew Estate	Tabak Especial Negra	Maduro	Infused Maduro	Colada	4.5	32	Nicaraguan	Nicaraguan	Medium	24	Parejo
Drew Estate	Tabak Especial Negra	Maduro	Infused Maduro	Gordito	6	60	Nicaraguan	Nicaraguan	Medium	24	Parejo
Drew Estate	Tabak Especial Negra	Maduro	Infused Maduro	Robusto	5	54	Nicaraguan	Nicaraguan	Medium	24	Parejo
Drew Estate	Tabak Especial Negra	Maduro	Infused Maduro	Belicoso	6	54	Nicaraguan	Nicaraguan	Medium	Belicoso	Belicoso
Drew Estate	Kentucky Fire Cured	Kentucky Fire Cured	Maduro	Chunky	4	46	Connecticut Broadleaf	Nicaraguan/Kentucky Fire Cured	Medium-Full	24	Parejo
Drew Estate	Kentucky Fire Cured	Kentucky Fire Cured	Maduro	Just a Friend	5	52	Connecticut Broadleaf	Nicaraguan/Kentucky Fire Cured	Medium-Full	24	Parejo
Drew Estate	Kentucky Fire Cured	Kentucky Fire Cured	Maduro	Fat Molly	6	55	Connecticut Broadleaf	Nicaraguan/Kentucky Fire Cured	Medium-Full	24	Parejo
Drew Estate	Kentucky Fire Cured	Kentucky Fire Cured	Maduro	Swamp Thang	6	52	Connecticut Broadleaf	Nicaraguan/Kentucky Fire Cured	Medium-Full	24	Parejo
Drew Estate	Kentucky Fire Cured	Kentucky Fire Cured	Maduro	Flying Pig	4	60	Connecticut Broadleaf	Nicaraguan/Kentucky Fire Cured	Medium-Full	12	Perfecto
Drew Estate	Pappy Van Winkle Tradition	Kentucky Fire Cured	Dark Fire Cured	Robusto	5	50	Nicaraguan	Nicaraguan/Kentucky Fire Cured	Medium-Full	20	Parejo
Drew Estate	Pappy Van Winkle Tradition	Kentucky Fire Cured	Dark Fire Cured	Toro	6	52	Nicaraguan	Nicaraguan/Kentucky Fire Cured	Medium-Full	20	Parejo
Drew Estate	Pappy Van Winkle Tradition	Kentucky Fire Cured	Dark Fire Cured	Torpedo	6.125	52	Nicaraguan	Nicaraguan/Kentucky Fire Cured	Medium-Full	20	Torpedo
Drew Estate	Pappy Van Winkle Barrel Fermented	Ecuadorian Habano	Natural	Corona	5.5	43	Nicaraguan	Nicaraguan	Medium	20	Parejo
Drew Estate	Pappy Van Winkle Barrel Fermented	Ecuadorian Habano	Natural	Toro	6	50	Nicaraguan	Nicaraguan	Medium	20	Parejo
Drew Estate	Deadwood Sweet Jane	Maduro	Maduro	Fat Bottom Betty	5	54	Nicaraguan	Nicaraguan	Medium	24	Parejo
Drew Estate	Deadwood Sweet Jane	Maduro	Maduro	Sweet Jane	5	50	Nicaraguan	Nicaraguan	Medium	24	Parejo
Drew Estate	Deadwood Leather Rose	Maduro	Maduro	Leather Rose	5	50	Nicaraguan	Nicaraguan	Medium	24	Parejo
Drew Estate	Deadwood Tobacco Co.	Maduro	Maduro	Crazy Alice	6	60	Nicaraguan	Nicaraguan	Medium	24	Parejo
Drew Estate	Natural Dirt Torpedo	Connecticut Broadleaf	Maduro	Torpedo	6.125	54	Nicaraguan	Nicaraguan	Medium	24	Torpedo
Drew Estate	Natural Root	Connecticut Broadleaf	Maduro	Robusto	5	54	Nicaraguan	Nicaraguan	Medium	24	Parejo
Drew Estate	Natural Jucy Lucy	Connecticut Shade	Natural	Toro	6	50	Nicaraguan	Nicaraguan	Medium	24	Parejo
Drew Estate	Blackened M81	Connecticut Broadleaf	Maduro	Robusto	5	50	Nicaraguan	Nicaraguan	Full	20	Parejo
Drew Estate	Blackened M81	Connecticut Broadleaf	Maduro	Toro	6	52	Nicaraguan	Nicaraguan	Full	20	Parejo
Drew Estate	Blackened M81	Connecticut Broadleaf	Maduro	Gordo	6	60	Nicaraguan	Nicaraguan	Full	20	Parejo
Drew Estate	Blackened S84	San Andres	Maduro	Robusto	5	50	Nicaraguan	Nicaraguan	Full	20	Parejo
Drew Estate	Blackened S84	San Andres	Maduro	Toro	6	52	Nicaraguan	Nicaraguan	Full	20	Parejo
Drew Estate	Blackened S84	San Andres	Maduro	Gordo	6	60	Nicaraguan	Nicaraguan	Full	20	Parejo
Drew Estate	Acid	Connecticut Shade	Natural	Blondie	4	38	Nicaraguan	Nicaraguan	Mild-Medium	40	Parejo
Drew Estate	Acid	Connecticut Shade	Natural	Blondie Belicoso	5	54	Nicaraguan	Nicaraguan	Mild-Medium	24	Belicoso
Drew Estate	Acid	Mexican San Andres	Natural	Blondie Maduro	4	38	Nicaraguan	Nicaraguan	Medium	40	Parejo
Drew Estate	Acid	Indonesian Sumatra	Natural	Blondie Red	4	38	Nicaraguan	Nicaraguan	Medium	40	Parejo
Drew Estate	Acid	Connecticut Shade	Natural	Blondie Gold	4	38	Nicaraguan	Nicaraguan	Mild	40	Parejo
Drew Estate	Acid	Candela		Blondie Candela	4	38	Nicaraguan	Nicaraguan	Mild	40	Parejo
Drew Estate	Acid	Indonesian Sumatra	Natural	Kuba Kuba	5	54	Nicaraguan	Nicaraguan	Medium	24	Parejo
Drew Estate	Acid	Connecticut Broadleaf	Natural	Kuba Kuba Maduro	5	54	Nicaraguan	Nicaraguan	Medium-Full	24	Parejo
Drew Estate	Acid	Candela		Kuba Kuba Candela	5	54	Nicaraguan	Nicaraguan	Mild-Medium	24	Parejo
Drew Estate	Acid	Indonesian Sumatra	Natural	Kuba Grande	6	60	Nicaraguan	Nicaraguan	Medium	24	Parejo
Drew Estate	Acid	Indonesian Sumatra	Natural	Kuba Deluxe Tubo	6	52	Nicaraguan	Nicaraguan	Medium	10	Parejo
Drew Estate	Acid	Connecticut Shade	Natural	1400cc	5	50	Nicaraguan	Nicaraguan	Mild-Medium	24	Parejo
Drew Estate	Acid	Connecticut Broadleaf	Natural	Atom Maduro	5	42	Nicaraguan	Nicaraguan	Medium-Full	24	Parejo
Drew Estate	Acid	Indonesian Sumatra	Natural	C-Notes	4	59	Nicaraguan	Nicaraguan	Medium	50	Parejo
Drew Estate	Acid	Connecticut Shade	Natural	Cold Infusion Tea	5	54	Nicaraguan	Nicaraguan	Mild	24	Parejo
Drew Estate	Acid	Indonesian Sumatra	Natural	Deep Dish	5	58	Nicaraguan	Nicaraguan	Medium	24	Box Press
Drew Estate	Acid	Indonesian Sumatra	Natural	Earthiness	4	38	Nicaraguan	Nicaraguan	Medium-Full	24	Parejo
Drew Estate	Acid	Indonesian Sumatra	Natural	Toast	6	58	Nicaraguan	Nicaraguan	Medium-Full	24	Parejo
Drew Estate	Acid	Indonesian Sumatra	Natural	Nasty	6	49	Nicaraguan	Nicaraguan	Medium-Full	24	Parejo
Drew Estate	Acid	Connecticut Broadleaf	Natural	Extra Ordinary Larry	6	60	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Drew Estate	Acid	Mexican San Andres	Natural	Opulence 3	5	52	Nicaraguan	Nicaraguan	Medium	24	Perfecto
Drew Estate	Acid	Cameroon	Natural	Kong	6	45	Nicaraguan	Nicaraguan	Medium	24	Figurado
Drew Estate	Acid	Connecticut Shade	Natural	Dee-Lish	5	63	Nicaraguan	Nicaraguan	Mild-Medium	24	Parejo
Drew Estate	Acid	Cameroon	Natural	One	6	52	Nicaraguan	Nicaraguan	Medium	20	Torpedo
Drew Estate	Acid	Indonesian Sumatra	Natural	Roam	4	54	Nicaraguan	Nicaraguan	Medium	24	Parejo
Drew Estate	Acid	Indonesian Sumatra	Natural	Liquid	6	60	Nicaraguan	Nicaraguan	Medium	24	Parejo
Drew Estate	Acid	Connecticut Shade	Natural	Wafe	4	38	Nicaraguan	Nicaraguan	Mild-Medium	40	Parejo
Drew Estate	Acid	Connecticut Shade		G Fresh Blondie	4	38	Nicaraguan	Nicaraguan	Mild-Medium	5	Parejo
Drew Estate	Acid	Sumatra		G Fresh Kuba Kuba	5	54	Nicaraguan	Nicaraguan	Medium	5	Parejo
Drew Estate	Acid	Maduro		Krush Classic Maduro	4	40	Nicaraguan	Nicaraguan	Mild-Medium	10	Parejo
Drew Estate	Acid	Connecticut Shade		Krush Blue Connecticut	4	40	Nicaraguan	Nicaraguan	Mild	10	Parejo
Drew Estate	Acid	Cameroon		Krush Red Cameroon	4	40	Nicaraguan	Nicaraguan	Medium	10	Parejo
Drew Estate	Acid	Candela		Krush Green Candela	4	40	Nicaraguan	Nicaraguan	Mild	10	Parejo
Drew Estate	Acid	Sumatra		Krush Gold Sumatra	4	40	Nicaraguan	Nicaraguan	Mild-Medium	10	Parejo
Drew Estate	Acid	Maduro		Krush Morado Maduro	4	40	Nicaraguan	Nicaraguan	Medium	10	Parejo
Drew Estate	Acid	Connecticut Shade		20 Robusto	5	54	Nicaraguan	Nicaraguan	Medium	20	Box Press
Drew Estate	Acid	Mexican San Andres		20 Robusto Maduro	5	54	Nicaraguan	Nicaraguan	Medium	20	Box Press
Drew Estate	Acid	Connecticut Shade	Natural	Windy City	5	42	Nicaraguan	Nicaraguan	Mild-Medium	24	Parejo
Hoyo de Monterrey	Hoyo de Monterrey	Ecuadorian Sumatra	Natural	Sabroso	5	40	Connecticut	Honduran, Nicaraguan, Dominican	Medium	25	Parejo
Hoyo de Monterrey	Hoyo de Monterrey	Ecuadorian Sumatra	Natural	Rothschild	4.5	50	Connecticut	Honduran, Nicaraguan, Dominican	Medium	25	Parejo
Hoyo de Monterrey	Hoyo de Monterrey	Ecuadorian Sumatra	Natural	Corona	5	40	Connecticut	Honduran, Nicaraguan, Dominican	Medium	25	Parejo
Hoyo de Monterrey	Hoyo de Monterrey	Ecuadorian Sumatra	Natural	Cafe Royale	5.5	43	Connecticut	Honduran, Nicaraguan, Dominican	Medium	25	Parejo
Hoyo de Monterrey	Hoyo de Monterrey	Ecuadorian Sumatra	Natural	Governor	6.25	50	Connecticut	Honduran, Nicaraguan, Dominican	Medium-Full	25	Parejo
Hoyo de Monterrey	Hoyo de Monterrey	Ecuadorian Sumatra	Natural	Toro	6	50	Connecticut	Honduran, Nicaraguan, Dominican	Medium-Full	25	Parejo
Hoyo de Monterrey	Hoyo de Monterrey	Ecuadorian Sumatra	Natural	Churchill	7	47	Connecticut	Honduran, Nicaraguan, Dominican	Medium-Full	25	Parejo
Hoyo de Monterrey	Hoyo de Monterrey	Ecuadorian Sumatra	Natural	Double Corona	6.75	48	Connecticut	Honduran, Nicaraguan, Dominican	Medium-Full	25	Parejo
Hoyo de Monterrey	Hoyo de Monterrey	Ecuadorian Sumatra	Natural	Sultan	7.25	54	Connecticut	Honduran, Nicaraguan, Dominican	Medium-Full	25	Parejo
Hoyo de Monterrey	Hoyo de Monterrey	Ecuadorian Sumatra	Natural	Presidente	7.25	54	Connecticut	Honduran, Nicaraguan, Dominican	Medium-Full	25	Parejo
Hoyo de Monterrey	Hoyo de Monterrey	Connecticut Broadleaf	Maduro	Rothschild	4.5	50	Connecticut	Honduran, Nicaraguan, Dominican	Medium-Full	25	Parejo
Hoyo de Monterrey	Hoyo de Monterrey	Connecticut Broadleaf	Maduro	Governor	6.25	50	Connecticut	Honduran, Nicaraguan, Dominican	Full	25	Parejo
Hoyo de Monterrey	Hoyo de Monterrey	Connecticut Broadleaf	Maduro	Churchill	7	47	Connecticut	Honduran, Nicaraguan, Dominican	Full	25	Parejo
Hoyo de Monterrey	Hoyo de Monterrey	Connecticut Broadleaf	Maduro	Double Corona	6.75	48	Connecticut	Honduran, Nicaraguan, Dominican	Full	25	Parejo
Hoyo de Monterrey	Hoyo de Monterrey	Connecticut Broadleaf	Maduro	Sultan	7.25	54	Connecticut	Honduran, Nicaraguan, Dominican	Full	25	Parejo
Hoyo de Monterrey	Hoyo de Monterrey	Connecticut Broadleaf	Maduro	Presidente	7.25	54	Connecticut	Honduran, Nicaraguan, Dominican	Full	25	Parejo
Hoyo de Monterrey	Excalibur	Connecticut Shade	Natural	Miniature	3	20	Connecticut Shade	Honduran, Nicaraguan, Dominican	Mild-Medium	50	Parejo
Hoyo de Monterrey	Excalibur	Connecticut Shade	Natural	Cigarillo	4	24	Connecticut Shade	Honduran, Nicaraguan, Dominican	Mild-Medium	200	Parejo
Hoyo de Monterrey	Excalibur	Connecticut Shade	Natural	No. 5	6.25	45	Connecticut Shade	Honduran, Nicaraguan, Dominican	Medium	25	Parejo
Hoyo de Monterrey	Excalibur	Connecticut Shade	Natural	No. 4	5.625	46	Connecticut Shade	Honduran, Nicaraguan, Dominican	Medium	25	Parejo
Hoyo de Monterrey	Excalibur	Connecticut Shade	Natural	Epicure	5.25	50	Connecticut Shade	Honduran, Nicaraguan, Dominican	Medium	25	Parejo
Hoyo de Monterrey	Excalibur	Connecticut Shade	Natural	No. 3	6.125	50	Connecticut Shade	Honduran, Nicaraguan, Dominican	Medium	20	Parejo
Hoyo de Monterrey	Excalibur	Connecticut Shade	Natural	Short Crystal	5.25	50	Connecticut Shade	Honduran, Nicaraguan, Dominican	Medium	10	Parejo
Hoyo de Monterrey	Excalibur	Connecticut Shade	Natural	No. 2	6.75	48	Connecticut Shade	Honduran, Nicaraguan, Dominican	Medium	25	Parejo
Hoyo de Monterrey	Excalibur	Connecticut Shade	Natural	No. 1	7.25	54	Connecticut Shade	Honduran, Nicaraguan, Dominican	Medium	20	Parejo
Hoyo de Monterrey	Excalibur	Connecticut Shade	Natural	No. 660	6	60	Connecticut Shade	Honduran, Nicaraguan, Dominican	Medium	20	Parejo
Hoyo de Monterrey	Excalibur	Connecticut Broadleaf	Maduro	No. 5	6.25	45	Connecticut Broadleaf	Honduran, Nicaraguan, Dominican	Medium-Full	25	Parejo
Hoyo de Monterrey	Excalibur	Connecticut Broadleaf	Maduro	No. 4	5.625	46	Connecticut Broadleaf	Honduran, Nicaraguan, Dominican	Medium-Full	25	Parejo
Hoyo de Monterrey	Excalibur	Connecticut Broadleaf	Maduro	Epicure	5.25	50	Connecticut Broadleaf	Honduran, Nicaraguan, Dominican	Medium-Full	25	Parejo
Hoyo de Monterrey	Excalibur	Connecticut Broadleaf	Maduro	No. 3	6.125	50	Connecticut Broadleaf	Honduran, Nicaraguan, Dominican	Medium-Full	20	Parejo
Hoyo de Monterrey	Excalibur	Connecticut Broadleaf	Maduro	No. 2	6.75	48	Connecticut Broadleaf	Honduran, Nicaraguan, Dominican	Medium-Full	25	Parejo
Hoyo de Monterrey	Excalibur	Connecticut Broadleaf	Maduro	No. 1	7.25	54	Connecticut Broadleaf	Honduran, Nicaraguan, Dominican	Medium-Full	20	Parejo
Hoyo de Monterrey	Excalibur Cameroon	Cameroon	Natural	King Arthur	6.25	45	Nicaraguan	Honduran, Nicaraguan, Dominican	Medium	25	Parejo
Hoyo de Monterrey	Excalibur Cameroon	Cameroon	Natural	Galahad	6.75	47	Nicaraguan	Honduran, Nicaraguan, Dominican	Medium	25	Parejo
Hoyo de Monterrey	Excalibur Cameroon	Cameroon	Natural	Merlin	5.25	50	Nicaraguan	Honduran, Nicaraguan, Dominican	Medium	25	Parejo
Hoyo de Monterrey	Excalibur Cameroon	Cameroon	Natural	Lancelot	7.25	54	Nicaraguan	Honduran, Nicaraguan, Dominican	Medium	25	Parejo
Hoyo de Monterrey	Excalibur Black	Connecticut Broadleaf	Maduro	Robusto	5	50	Ecuadorian Sumatra	Honduran, Nicaraguan	Medium-Full	20	Parejo
Hoyo de Monterrey	Excalibur Black	Connecticut Broadleaf	Maduro	Toro	6	52	Ecuadorian Sumatra	Honduran, Nicaraguan	Medium-Full	20	Parejo
Hoyo de Monterrey	Excalibur Black	Connecticut Broadleaf	Maduro	No. 1	7.25	54	Ecuadorian Sumatra	Honduran, Nicaraguan	Medium-Full	20	Parejo
Hoyo de Monterrey	Dark Sumatra	Ecuadorian Sumatra	Natural	Rothschild	4.5	50	Connecticut Broadleaf	Honduran, Nicaraguan, Dominican	Full	25	Parejo
Hoyo de Monterrey	Dark Sumatra	Ecuadorian Sumatra	Natural	Toro	6	50	Connecticut Broadleaf	Honduran, Nicaraguan, Dominican	Full	25	Parejo
Hoyo de Monterrey	Dark Sumatra	Ecuadorian Sumatra	Natural	Churchill	7	47	Connecticut Broadleaf	Honduran, Nicaraguan, Dominican	Full	25	Parejo
Hoyo de Monterrey	La Amistad Gold	Ecuadorian Connecticut	Natural	Rothschild	4.5	50	Nicaraguan	Nicaraguan	Medium	20	Parejo
Hoyo de Monterrey	La Amistad Gold	Ecuadorian Connecticut	Natural	Robusto	5.25	54	Nicaraguan	Nicaraguan	Medium	20	Parejo
Hoyo de Monterrey	La Amistad Gold	Ecuadorian Connecticut	Natural	Toro	6	50	Nicaraguan	Nicaraguan	Medium	20	Parejo
Hoyo de Monterrey	La Amistad Gold	Ecuadorian Connecticut	Natural	Gigante	6	60	Nicaraguan	Nicaraguan	Medium	20	Parejo
Hoyo de Monterrey	La Amistad Dark Sumatra	Ecuadorian Sumatra	Natural	Robusto	4.5	50	Nicaraguan Habano	Nicaraguan	Medium-Full	20	Parejo
Hoyo de Monterrey	La Amistad Dark Sumatra	Ecuadorian Sumatra	Natural	Robusto Extra	5.5	54	Nicaraguan Habano	Nicaraguan	Medium-Full	20	Parejo
Hoyo de Monterrey	La Amistad Dark Sumatra	Ecuadorian Sumatra	Natural	Media Noche	5.75	54	Nicaraguan Habano	Nicaraguan	Medium-Full	20	Parejo
Hoyo de Monterrey	La Amistad Dark Sumatra	Ecuadorian Sumatra	Natural	Noche	6.5	52	Nicaraguan Habano	Nicaraguan	Medium-Full	20	Parejo
Hoyo de Monterrey	La Amistad Black	Mexican San Andres	Maduro	Robusto	5	50	Nicaraguan Habano	Nicaraguan	Full	20	Parejo
Hoyo de Monterrey	La Amistad Black	Mexican San Andres	Maduro	Toro	6	52	Nicaraguan Habano	Nicaraguan	Full	20	Parejo
Hoyo de Monterrey	La Amistad Black	Mexican San Andres	Maduro	Gordo	6	60	Nicaraguan Habano	Nicaraguan	Full	20	Parejo
Hoyo de Monterrey	Shade	Connecticut Shade	Natural	Rothschild	4.5	50	Nicaraguan	Nicaraguan, Honduran	Mild-Medium	20	Parejo
Hoyo de Monterrey	Shade	Connecticut Shade	Natural	Toro	6	52	Nicaraguan	Nicaraguan, Honduran	Mild-Medium	20	Parejo
Hoyo de Monterrey	Shade	Connecticut Shade	Natural	Gordo	6	60	Nicaraguan	Nicaraguan, Honduran	Mild-Medium	20	Parejo
Hoyo de Monterrey	Epicure Selección	Honduran	Natural	No. 2	4.875	50	Honduran	Honduran	Medium-Full	20	Parejo
Hoyo de Monterrey	Epicure Selección	Honduran	Natural	No. 1	5.625	46	Honduran	Honduran	Medium-Full	20	Parejo
Hoyo de Monterrey	Epicure Selección	Honduran	Natural	Toro Especiale	6	50	Honduran	Honduran	Medium-Full	20	Parejo
Oliva	Serie G	Cameroon	Natural	Petit Corona	4.5	40	Nicaraguan	Nicaraguan	Medium	25	Parejo
Oliva	Serie G	Cameroon	Natural	Robusto	4.5	50	Nicaraguan	Nicaraguan	Medium	25	Box Press
Oliva	Serie G	Cameroon	Natural	Special G	4.75	46	Nicaraguan	Nicaraguan	Medium	25	Parejo
Oliva	Serie G	Cameroon	Natural	Corona	5.5	43	Nicaraguan	Nicaraguan	Medium	25	Parejo
Oliva	Serie G	Cameroon	Natural	Belicoso	6	52	Nicaraguan	Nicaraguan	Medium	25	Belicoso
Oliva	Serie G	Cameroon	Natural	Toro	6	50	Nicaraguan	Nicaraguan	Medium	20	Parejo
Oliva	Serie G	Cameroon	Natural	Churchill	7	48	Nicaraguan	Nicaraguan	Medium	25	Parejo
Oliva	Serie G	Cameroon	Natural	Double Robusto	5	54	Nicaraguan	Nicaraguan	Medium	24	Box Press
Oliva	Serie G	Mexican San Andres	Maduro	Robusto	4.5	50	Nicaraguan	Nicaraguan	Medium-Full	25	Box Press
Oliva	Serie G	Mexican San Andres	Maduro	Belicoso	6	52	Nicaraguan	Nicaraguan	Medium-Full	25	Belicoso
Oliva	Serie G	Mexican San Andres	Maduro	Churchill	7	48	Nicaraguan	Nicaraguan	Medium-Full	25	Parejo
Oliva	Serie O	Nicaraguan Habano	Natural	Robusto	5	50	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Oliva	Serie O	Nicaraguan Habano	Natural	Toro	6	50	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Oliva	Serie O	Nicaraguan Habano	Natural	Double Toro	6	60	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Oliva	Serie O	Nicaraguan Habano	Natural	Churchill	7	50	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Oliva	Serie O	Nicaraguan Habano	Natural	Torpedo	6.5	52	Nicaraguan	Nicaraguan	Medium-Full	20	Torpedo
Oliva	Serie O	Nicaraguan Habano	Maduro	Robusto	5	50	Nicaraguan	Nicaraguan	Full	20	Parejo
Oliva	Serie O	Nicaraguan Habano	Maduro	Toro	6	50	Nicaraguan	Nicaraguan	Full	20	Parejo
Oliva	Serie V	Ecuadorian Habano	Sun Grown	Robusto	5	54	Nicaraguan	Nicaraguan	Full	24	Parejo
Oliva	Serie V	Ecuadorian Habano	Sun Grown	Special V	4	56	Nicaraguan	Nicaraguan	Full	24	Parejo
Oliva	Serie V	Ecuadorian Habano	Sun Grown	Torpedo	6.5	52	Nicaraguan	Nicaraguan	Full	24	Torpedo
Oliva	Serie V	Ecuadorian Habano	Sun Grown	Belicoso	5.5	54	Nicaraguan	Nicaraguan	Full	24	Belicoso
Oliva	Serie V	Ecuadorian Habano	Sun Grown	Double Robusto	5	54	Nicaraguan	Nicaraguan	Full	20	Box Press
Oliva	Serie V	Ecuadorian Habano	Sun Grown	Churchill Extra	7	48	Nicaraguan	Nicaraguan	Full	24	Parejo
Oliva	Serie V	Ecuadorian Habano	Sun Grown	Lancero	7	38	Nicaraguan	Nicaraguan	Full	20	Parejo
Oliva	Serie V	Ecuadorian Habano	Sun Grown	Double Toro	6	60	Nicaraguan	Nicaraguan	Full	10	Box Press
Oliva	Serie V	Mexican San Andres	Maduro	Robusto	5	54	Nicaraguan	Nicaraguan	Full	24	Parejo
Oliva	Serie V	Mexican San Andres	Maduro	Torpedo	6.5	52	Nicaraguan	Nicaraguan	Full	24	Torpedo
Oliva	Serie V	Mexican San Andres	Maduro	Belicoso	5.5	54	Nicaraguan	Nicaraguan	Full	24	Belicoso
Oliva	Serie V Melanio	Ecuadorian Sumatra	Natural	Petit Corona	4.5	50	Nicaraguan	Nicaraguan	Medium-Full	10	Box Press
Oliva	Serie V Melanio	Ecuadorian Sumatra	Natural	Robusto	5	52	Nicaraguan	Nicaraguan	Medium-Full	10	Box Press
Oliva	Serie V Melanio	Ecuadorian Sumatra	Natural	Torpedo	6.5	52	Nicaraguan	Nicaraguan	Medium-Full	10	Torpedo
Oliva	Serie V Melanio	Ecuadorian Sumatra	Natural	Figurado	6.5	52	Nicaraguan	Nicaraguan	Medium-Full	10	Figurado
Oliva	Serie V Melanio	Ecuadorian Sumatra	Natural	Churchill	7	48	Nicaraguan	Nicaraguan	Medium-Full	10	Box Press
Oliva	Serie V Melanio	Mexican San Andres	Maduro	Petit Corona	4.5	50	Nicaraguan	Nicaraguan	Full	10	Box Press
Oliva	Serie V Melanio	Mexican San Andres	Maduro	Robusto	5	52	Nicaraguan	Nicaraguan	Full	10	Box Press
Oliva	Serie V Melanio	Mexican San Andres	Maduro	Toro	6	52	Nicaraguan	Nicaraguan	Full	10	Box Press
Oliva	Connecticut Reserve	Connecticut Shade	Natural	Churchill	7	48	Nicaraguan	Nicaraguan	Mild-Medium	20	Parejo
Oliva	Connecticut Reserve	Connecticut Shade	Natural	Toro	6	50	Nicaraguan	Nicaraguan	Mild-Medium	20	Parejo
Oliva	Connecticut Reserve	Connecticut Shade	Natural	Robusto	5	50	Nicaraguan	Nicaraguan	Mild-Medium	20	Parejo
Oliva	Connecticut Reserve	Connecticut Shade	Natural	Lonsdale	6.5	43	Nicaraguan	Nicaraguan	Mild-Medium	20	Parejo
Oliva	Connecticut Reserve	Connecticut Shade	Natural	Petit Corona	4.5	40	Nicaraguan	Nicaraguan	Mild-Medium	25	Parejo
Oliva	Master Blends 3	Ecuadorian Habano	Sun Grown	Robusto	5	50	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Oliva	Master Blends 3	Ecuadorian Habano	Sun Grown	Toro	6	50	Nicaraguan	Nicaraguan	Medium-Full	20	Parejo
Oliva	Master Blends 3	Ecuadorian Habano	Sun Grown	Torpedo	6.5	52	Nicaraguan	Nicaraguan	Medium-Full	20	Torpedo
Oliva	Saison	Connecticut Broadleaf	Maduro	Robusto	5	50	Nicaraguan	Nicaraguan	Medium-Full	10	Parejo
Oliva	Saison	Connecticut Broadleaf	Maduro	Toro	6	52	Nicaraguan	Nicaraguan	Medium-Full	10	Parejo
Rocky Patel	Vintage 1990	Honduran Broadleaf	Maduro	Robusto	5	50	Nicaraguan	Nicaraguan, Dominican	Mild-Medium	20	Box Press
Rocky Patel	Vintage 1990	Honduran Broadleaf	Maduro	Toro	6	52	Nicaraguan	Nicaraguan, Dominican	Mild-Medium	20	Box Press
Rocky Patel	Vintage 1990	Honduran Broadleaf	Maduro	Torpedo	6.5	52	Nicaraguan	Nicaraguan, Dominican	Mild-Medium	20	Torpedo
Rocky Patel	Vintage 1990	Honduran Broadleaf	Maduro	Churchill	7	48	Nicaraguan	Nicaraguan, Dominican	Mild-Medium	20	Box Press
Rocky Patel	Vintage 1990	Honduran Broadleaf	Maduro	Petit Corona	4.5	50	Nicaraguan	Nicaraguan, Dominican	Mild-Medium	20	Box Press
