title,url,brand,line,wrapper,vitola,size,box_qty,price,in_stock
Drew Estate Herrera Esteli Norteno 6.5x44 Box of 25,https://www.niceashcigars.com/product-p/hen6544d.htm,Drew Estate,Herrera Esteli Norteno,Mexican San Andres Maduro,Lonsdale,6.5x44,25,196.84,true
Romeo y Julieta 1875 Churchill,https://www.niceashcigars.com/product-p/rj7050.htm,Romeo y Julieta,1875,Indonesian Shade Grown TBN,Churchill,7 x 50,25,223.86,True
