cigar_id,title,url,brand,line,wrapper,vitola,size,box_qty,price,in_stock,current_promotions_applied
PADRON|PADRON|PADRONSERIES|3000|3000|5.5x52|CAM|BOX26,Padron,https://www.cigarsinternational.com/product/padron/K9C-PM.html,,,,,,,261.30,,
