title,url,brand,line,size,box_qty,price,in_stock
Hoyo de Monterrey Excalibur 5.2x50 Box of 20,https://bonitasmokeshop.com/hoyo-de-monterrey-excalibur-epicure-natural-5-25x50/,Hoyo de Monterrey,Excalibur,5.2x50,20,152.44,true
Drew Estate Herrera Esteli Norteno 6.5x44 Box of 25,https://bonitasmokeshop.com/herrera-esteli-norte-o-lonsdale-deluxe/,Drew Estate,Herrera Esteli Norteno,6.5x44,25,224.48,true
Drew Estate Herrera Esteli Norteno 6.5x44 Box of 25,https://bonitasmokeshop.com/herrera-esteli-norte-o-lonsdale-deluxe/,Drew Estate,Herrera Esteli Norteno,6.5x44,25,224.48,true
