title,url,brand,line,size,box_qty,price,in_stock
"Cavalier Geneve LE 2021 Toro (6.0"""" x 54)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fcavalier-geneve-cigars%2Fcavalier-geneve-le-2021%2FILW-PM-1000.html,Cavalier Geneve,"""Cavalier Geneve LE 2021","6.0"" x 54",20,119.99,False
"Latitude Zero Signature Robusto (5.0"""" x 54)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fnew-arrivals%2Flatitude-zero-signature%2FLZ5-PM-1004.html,Latitude Zero,"""Latitude Zero Signature","5.0"" x 54",20,119.99,False
"Sobremesa Corona Grande (5.2"""" x 44)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdunbarton-tobacco-%26-trust%2Fsobremesa%2FSBM-PM.html,Sobremesa,"""Sobremesa","5.2"" x 44",20,119.99,False
"ACID Cigars by Drew Estate Blondie (4.0"""" x 38)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Facid-cigars%2Facid-cigars-by-drew-estate%2FAIA-PM.html,ACID,"""ACID Cigars by Drew Estate Blondie","4.0"" x 38",20,119.99,True
"Cohiba Nicaragua Pequenos (4.2"""" x 36)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,Cohiba,"""Cohiba Nicaragua Pequenos","4.2"" x 36",20,119.99,True
"Macanudo Gold Lord Nelson (7.0"""" x 49)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmacanudo%2Fmacanudo-gold%2FMA5-PM.html,Macanudo,"""Macanudo Gold Lord Nelson","7.0"" x 49",20,119.99,False
"Roma Craft CRAFT 2022 Robusto (5.0"""" x 50)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Froma-craft-cigar-company%2Froma-craft-craft%2FRCC-PM-1005.html,RoMa Craft Tabac,"""Roma Craft CRAFT 2022","5.0"" x 50",20,120.0,False
"Cohiba Connecticut Crystal (5.0"""" x 50)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-connecticut%2FCHT-PM.html,Cohiba,"""Cohiba Connecticut Crystal","5.0"" x 50",20,121.99,False
"Cohiba Red Dot Churchill (7.0"""" x 49)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-red-dot%2FCGA-PM.html,Cohiba,"""Cohiba Red Dot","7.0"" x 49",20,121.99,True
"Charter Oak Rothschild (4.5"""" x 50) CT",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Ffoundation-cigars%2Fcharter-oak%2FFCF-PM.html,Charter Oak,"""Charter Oak Rothschild","4.5"" x 50",20,121.99,True
"Southern Draw La Manzanita Robusto (5.5"""" x 54)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fsouthern-draw%2Fla-manzanita%2FLMZ-PM.html,Southern Draw,"""Southern Draw La Manzanita","5.5"" x 54",20,121.99,False
"Illusione Epernay Serie 2009 10th Anniversary Epernay D'Aosta (6.0"""" x 50)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fillusione%2Fillusione-epernay-serie-2009%2FIL9-PM.html,Illusione,"""Illusione Epernay Serie 2009 10th Anniversary Epernay D'Aosta","6.0"" x 50",20,121.99,False
"AVO Syncro Nicaragua Box-Pressed Toro (6.0"""" x 54)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Favo-cigars%2Favo-syncro-nicaragua%2FAV6-PM.html,AVO,"""AVO Syncro Nicaragua Box-Pressed","6.0"" x 54",20,121.99,False
"Ashton VSG Cigars Belicoso #1 (5.2"""" x 52)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fashton%2Fashton-vsg-cigars%2FA4A-PM.html,Ashton,"""Ashton VSG Cigars","5.2"" x 52",20,121.99,False
"AVO XO Intermezzo (5.0"""" x 50)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Favo-cigars%2Favo-xo%2FAV4-PM.html,AVO,"""AVO XO Intermezzo","5.0"" x 50",20,121.99,True
"RoMa Craft Whiskey Rebellion 1794 Tarred & Feathered BP LE (5.0"""" x 56)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Froma-craft-cigar-company%2Froma-craft-whiskey-rebellion-1794%2FRC7-PM-1019.html,RoMa Craft Tabac,"""RoMa Craft Whiskey Rebellion 1794 Tarred & Feathered BP LE","5.0"" x 56",20,121.99,False
"Romeo y Julieta 1875 Julietas (4.8"""" x 28)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fromeo-y-julieta%2Fromeo-y-julieta-1875%2FROA-PM.html,Romeo y Julieta,"""Romeo y Julieta 1875 Julietas","4.8"" x 28",20,121.99,True
"Laranja Reserva Toro (6.0"""" x 52)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fespinosa%2Flaranja-reserva%2FEZL-PM.html,Laranja,"""Laranja Reserva","6.0"" x 52",20,121.99,False
"Charter Oak H Rothschild (4.5"""" x 50)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Ffoundation-cigars%2Fcharter-oak-h%2FFCJ-PM.html,Charter Oak,"""Charter Oak H Rothschild","4.5"" x 50",20,121.99,True
"Davidoff Signature Series Ambassadrice (4.5"""" x 26)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdavidoff%2Fdavidoff-signature-series%2FDV5-PM.html,Davidoff,"""Davidoff Signature Series Ambassadrice","4.5"" x 26",20,122.0,False
"Room101 FARCE Magnum (6.5"""" x 60)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Froom101-cigars%2Froom-101-farce.%2FRM0-PM.html,Room101,"""Room101 FARCE Magnum","6.5"" x 60",20,122.99,False
"Cohiba Black Churchill (7.0"""" x 49)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-black%2F4XA-PM.html,Cohiba,"""Cohiba Black","7.0"" x 49",20,122.99,True
"Plasencia 1865 Alma Fuerte Generacion V Salomon (7.0"""" x 58)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fplacensia-1865%2Fplasencia-1865-alma-fuerte%2FPF1-PM.html,Plasencia,"""Plasencia 1865 Alma Fuerte Generacion V Salomon","7.0"" x 58",20,122.99,False
"Pledge by E.P. Carrillo Prequel (5.0"""" x 50)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fe.p.-carrillo%2Fpledge-by-e.p.-carrillo%2FPEP-PM.html,E.P. Carrillo,"""Pledge by E.P. Carrillo Prequel","5.0"" x 50",20,122.99,False
"Drew Estate BOTL Corona Gorda (6.0"""" x 46)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdrew-estate-cigars%2Fdrew-estate-botl%2FBOT-PM.html,Drew Estate,"""Drew Estate BOTL","6.0"" x 46",20,122.99,False
"Ashton Aged Maduro Cigars No. 10 (5.0"""" x 50)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fashton%2Fashton-aged-maduro-cigars%2FAGA-PM.html,Ashton,"""Ashton Aged Maduro Cigars No. 10","5.0"" x 50",20,123.99,False
"Rocky Patel Vintage '90 Toro (6.5"""" x 52) - Foil Pouch",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Frocky-patel%2Frocky-patel-vintage-%2790%2FVKI-PM.html,Rocky Patel,"""Rocky Patel Vintage '90","6.5"" x 52",20,123.99,False
"Rocky Patel Decade Cigars Robusto (5.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Frocky-patel%2Frocky-patel-decade-cigars%2FILB-PM.html,Rocky Patel,"""Rocky Patel Decade Cigars","5.0"" x 50",20,123.99,True
"Ashton ESG Cigars 21 Year Salute (5.2"""" x 54)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fcigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fashton%2Fashton-esg-cigars%2FI0A-PM.html,Ashton,"""Ashton ESG Cigars 21 Year Salute","5.2"" x 54",20,123.99,False
"Cavalier Geneve Bll Viso Jalapa Robusto LE 2022 (5.2"""" x 56)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fcavalier-geneve-cigars%2Fcavalier-geneve-bll-viso-jalapa%2FILV-PM-1006.html,Cavalier Geneve,"""Cavalier Geneve Bll Viso Jalapa","5.2"" x 56",20,123.99,False
"Caldwell Collection - Eastern Standard [CT] Corretto (5.0"""" x 50)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcaldwell%2Fcaldwell-collection---eastern-standard%2FCW1-PM.html,Caldwell,"""Caldwell Collection - Eastern Standard [CT] Corretto","5.0"" x 50",20,123.99,False
"Muestra de Saka #NLMTHA Lancero 2019 (7.0"""" x 38)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdunbarton-tobacco-and-trust-cigars%2Fmuestra-de-saka%2FMSK-PM-1018.html,Muestra de Saka,"""Muestra de Saka #NLMTHA","7.0"" x 38",20,123.99,False
"Room101 FARCE Robusto (5.0"""" x 52)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Froom101-cigars%2Froom-101-farce.%2FRM0-PM.html,Room101,"""Room101 FARCE","5.0"" x 52",20,123.99,False
"JFR Lunatic Maduro Lunatic (8.0"""" x 80)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faganorsa%2Fj.f.r.-lunatic-maduro%2FCFN-PM.html,JFR,"""JFR Lunatic Maduro Lunatic","8.0"" x 80",20,123.99,False
"RoMa Craft CroMagnon Atlatl Lancero LE (7.0"""" x 38)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Froma-craft%2Froma-craft-cromagnon%2FRC1-PM.html,RoMa Craft Tabac,"""RoMa Craft CroMagnon Atlatl","7.0"" x 38",20,123.99,False
"Padron 1926 Series No. 90 Tubo (5.2"""" x 55) - Maduro",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fpadron%2Fpadron-1926-series%2FK9D-PM.html,Padron,"""Padron 1926 Series No. 90","5.2"" x 55",20,124.0,False
"Cohiba Red Dot Gran Gigante (6.0"""" x 64)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-red-dot%2FCGA-PM.html,Cohiba,"""Cohiba Red Dot Gran Gigante","6.0"" x 64",20,124.27,False
"Latitude Zero Double Corona (7.0"""" x 54)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Flatitude-zero%2Flatitude-zero%2FLD0-PM.html,Latitude Zero,"""Latitude Zero","7.0"" x 54",20,124.99,True
"Rocky Patel Vintage 1999 Connecticut Robusto Tubo (5.0"""" x 50)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Frocky-patel%2Frocky-patel-vintage-1999-connecticut%2FVKC-PM.html,Rocky Patel,"""Rocky Patel Vintage 1999 Connecticut","5.0"" x 50",20,124.99,False
"Ashton Cabinet Selection Cigars No. 1 (Perfecto) (9.0"""" x 52)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fashton%2Fashton-cabinet-selection-cigars%2FAHC-PM.html,Ashton,"""Ashton Cabinet Selection Cigars No. 1 (","9.0"" x 52",20,124.99,False
"Latitude Zero Signature Toro (6.0"""" x 52)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fnew-arrivals%2Flatitude-zero-signature%2FLZ5-PM-1004.html,Latitude Zero,"""Latitude Zero Signature","6.0"" x 52",20,124.99,False
"Latitude Zero Perfecto (6.5"""" x 54)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Flatitude-zero%2Flatitude-zero%2FLD0-PM.html,Latitude Zero,"""Latitude Zero","6.5"" x 54",20,124.99,False
"Latitude Zero Gordo (6.0"""" x 60)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Flatitude-zero%2Flatitude-zero%2FLD0-PM.html,Latitude Zero,"""Latitude Zero","6.0"" x 60",20,124.99,False
"Muestra de Saka Oro Verde (6.0"""" x 48)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdunbarton-tobacco-and-trust-cigars%2Fmuestra-de-saka%2FMSK-PM-1018.html,Muestra de Saka,"""Muestra de Saka Oro Verde","6.0"" x 48",20,124.99,False
"Muestra de Saka Abeja Dulce (4.7"""" x 48)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdunbarton-tobacco-and-trust-cigars%2Fmuestra-de-saka%2FMSK-PM-1018.html,Muestra de Saka,"""Muestra de Saka Abeja Dulce","4.7"" x 48",20,124.99,False
"Muestra de Saka .375 H&H (7.0"""" x 54)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdunbarton-tobacco-and-trust-cigars%2Fmuestra-de-saka%2FMSK-PM-1018.html,Muestra de Saka,"""Muestra de Saka .375 H&H","7.0"" x 54",20,124.99,False
"Muestra de Saka #NLMTHA (7.0"""" x 40)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdunbarton-tobacco-and-trust-cigars%2Fmuestra-de-saka%2FMSK-PM-1018.html,Muestra de Saka,"""Muestra de Saka #NLMTHA","7.0"" x 40",20,124.99,False
"Rocky Patel Vintage '90 Robusto Tubo (5.0"""" x 50)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Frocky-patel%2Frocky-patel-vintage-%2790%2FVKI-PM.html,Rocky Patel,"""Rocky Patel Vintage '90","5.0"" x 50",20,124.99,False
"Muestra de Saka El Pachyderm (7.0"""" x 56)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdunbarton-tobacco-and-trust-cigars%2Fmuestra-de-saka%2FMSK-PM-1018.html,Muestra de Saka,"""Muestra de Saka El Pachyderm","7.0"" x 56",20,124.99,False
"Muestra de Saka The Bewitched (5.6"""" x 50)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdunbarton-tobacco-and-trust-cigars%2Fmuestra-de-saka%2FMSK-PM-1018.html,Muestra de Saka,"""Muestra de Saka The Bewitched","5.6"" x 50",20,124.99,False
"Plasencia 1865 Alma Fuerte Colorado Sixto I Tubo (6.0"""" x 60)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fplasencia-1865-cigars%2Fplasencia-1865-alma-fuerte-colorado%2FPF2-PM-1003.html,Plasencia,"""Plasencia 1865 Alma Fuerte Colorado Sixto I","6.0"" x 60",20,124.99,False
"Montecristo White Label Especial #3 (5.5"""" x 44)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmontecristo%2Fmontecristo-white-label%2FWMA-PM.html,Montecristo,"""Montecristo White Label Especial #3","5.5"" x 44",20,124.99,False
"Padron 1964 Anniversary Series No. 4 (6.5"""" x 60) - Natural",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fpadron%2Fpadron-1964-anniversary-series%2FK9E-PM.html,Padron,"""Padron 1964 Anniversary Series No. 4","6.5"" x 60",20,125.0,False
"Davidoff Aniversario Series Special 'T' (6.0"""" x 52)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdavidoff%2Fdavidoff-aniversario-series%2FDV6-PM.html,Davidoff,"""Davidoff Aniversario Series Special 'T'","6.0"" x 52",20,125.2,False
"Warped Futuro Seleccion Suprema (5.6"""" x 46)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fwarped-cigars%2Fwarped-futuro%2FWC5-PM.html,Warped,"""Warped Futuro Seleccion Suprema","5.6"" x 46",20,125.5,False
"Ashton VSG Cigars Sorcerer (7.0"""" x 49)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fashton%2Fashton-vsg-cigars%2FA4A-PM.html,Ashton,"""Ashton VSG Cigars Sorcerer","7.0"" x 49",20,125.99,False
"Cohiba Connecticut Toro (6.5"""" x 52)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-connecticut%2FCHT-PM.html,Cohiba,"""Cohiba Connecticut","6.5"" x 52",20,125.99,False
"Viaje Zombie Supershot 12 Gauge (3.2"""" x 52) - Criollo",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Ffeatured-categories%2Flimited-edition%2Fviaje-zombie%2FVJM-PM-1032.html,Viaje,"""Viaje Zombie Supershot 12 Gauge","3.2"" x 52",20,126.0,False
"Padron 7000 (6.2"""" x 60) - Maduro",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fpadron%2Fpadron%2FK9C-PM.html,Padron,"""Padron 7000","6.2"" x 60",20,126.0,False
"Padron Family Reserve 85 Years (5.2"""" x 50) - Natural",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fpadron%2Fpadron-family-reserve%2FK9H-PM.html,Padron,"""Padron Family Reserve 85 Years","5.2"" x 50",20,126.25,False
"Macanudo Cafe Miniature (3.7"""" x 24)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmacanudo%2Fmacanudo-cafe%2FMA1-PM.html,Macanudo,"""Macanudo Cafe Miniature","3.7"" x 24",20,126.99,True
"Man O' War Ruination War Horse (Perfecto) (6.5"""" x 64)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faj-fernandez%2Fman-o%27-war-ruination%2FMWD-PM.html,Man O' War,"""Man O' War Ruination War Horse (","6.5"" x 64",20,126.99,False
"Rocky Patel Vintage '90 Sixty (6.0"""" x 60)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Frocky-patel%2Frocky-patel-vintage-%2790%2FVKI-PM.html,Rocky Patel,"""Rocky Patel Vintage '90 Sixty","6.0"" x 60",20,126.99,False
"ACID Cigars by Drew Estate Wafe (4.0"""" x 46)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Facid-cigars%2Facid-cigars-by-drew-estate%2FAIA-PM.html,ACID,"""ACID Cigars by Drew Estate Wafe","4.0"" x 46",20,126.99,False
"Cohiba Red Dot Double Corona (7.2"""" x 54)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-red-dot%2FCGA-PM.html,Cohiba,"""Cohiba Red Dot","7.2"" x 54",20,127.2,False
"Charter Oak Lonsdale (6.25"""" x 46) CT",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Ffoundation-cigars%2Fcharter-oak%2FFCF-PM.html,Charter Oak,"""Charter Oak","6.25"" x 46",20,127.99,False
"Muestra de Saka Exclusivo (6.0"""" x 52)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdunbarton-tobacco-and-trust-cigars%2Fmuestra-de-saka%2FMSK-PM-1018.html,Muestra de Saka,"""Muestra de Saka Exclusivo","6.0"" x 52",20,127.99,True
"Mi Querida Gran Bufalo (7.0"""" x 64)[OLD MAS SUCIA]",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdunbarton-tobacco-%26-trust%2Fmi-querida%2FMIQ-PM.html,Mi Querida,"""Mi Querida Gran Bufalo","7.0"" x 64",20,127.99,False
"Muestra de Saka Unstolen Valor (6.0"""" x 52)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdunbarton-tobacco-and-trust-cigars%2Fmuestra-de-saka%2FMSK-PM-1018.html,Muestra de Saka,"""Muestra de Saka Unstolen Valor","6.0"" x 52",20,127.99,False
"Muestra de Saka The Bewitched (6.63"""" x 48)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdunbarton-tobacco-and-trust-cigars%2Fmuestra-de-saka%2FMSK-PM-1018.html,Muestra de Saka,"""Muestra de Saka The Bewitched","6.63"" x 48",20,127.99,False
"Muestra de Saka Krakatoa (6.0"""" x 48)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdunbarton-tobacco-and-trust-cigars%2Fmuestra-de-saka%2FMSK-PM-1018.html,Muestra de Saka,"""Muestra de Saka Krakatoa","6.0"" x 48",20,127.99,True
"Muestra de Saka Nacatamale (6.0"""" x 48)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdunbarton-tobacco-and-trust-cigars%2Fmuestra-de-saka%2FMSK-PM-1018.html,Muestra de Saka,"""Muestra de Saka Nacatamale","6.0"" x 48",20,127.99,False
"Man O' War Corona (6.0"""" x 44)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faj-fernandez%2Fman-o%27-war%2FMWB-PM.html,Man O' War,"""Man O' War","6.0"" x 44",20,127.99,True
"Mi Querida Triqui Traca No. 764 (7.0"""" x 64)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdunbarton-tobacco-and-trust-cigars%2Fmi-querida-triqui-traca%2FMQ1-PM-1012.html,Mi Querida,"""Mi Querida Triqui Traca No. 764","7.0"" x 64",20,127.99,False
"Ashton Prime Minister (6.9"""" x 48)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fashton%2Fashton-cigars%2FAHA-PM.html,Ashton,"""Ashton Prime Minister","6.9"" x 48",20,128.99,False
"Aladino Corojo Reserva Robusto (5.0"""" x 50)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fcountry-of-origin%2Fhonduran%2Faladino-corojo-reserva%2FAA1-PM.html,Aladino,"""Aladino Corojo Reserva","5.0"" x 50",20,128.99,False
"Illusione Epernay Serie 2009 Le Voyage - A (9.2"""" x 49)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fillusione%2Fillusione-epernay-serie-2009%2FIL9-PM.html,Illusione,"""Illusione Epernay Serie 2009 Le Voyage - A","9.2"" x 49",20,128.99,False
"Davidoff The Late Hour Robusto (5.0"""" x 52)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdavidoff%2Fdavidoff-the-late-hour%2FDVK-PM.html,Davidoff,"""Davidoff The Late Hour","5.0"" x 52",20,129.5,False
