cigar_id,title,url,brand,line,wrapper,vitola,size,box_qty,price,in_stock,current_promotions_applied
ARTUROFUENTE|ARTUROFUENTE|HEMINGWAY|SHORTSTORY|SHORTSTORY|4x49|CAM|BOX25,Arturo Fuente Hemingway,https://www.cigarpage.com/arturo-fuente-hemingway.html,,,,,,,149.88,True,
COHIBA|COHIBA|REDDOT|ROBUSTO|ROBUSTO|5x49|CAM|BOX25,Cohiba Red Dot,https://www.cigarpage.com/cohiba-red-dot.html,,,,,,,391.80,False,
COHIBA||REDDOT|ROBUSTO|ROBUSTO|5x49|CAM|BOX25,Cohiba Red Dot,https://www.cigarpage.com/cohiba-red-dot.html,,,,,,,391.80,False,
COHIBA||REDDOT|CHURCHILL|CHURCHILL|7x49|CAM|BOX25,Cohiba Red Dot,https://www.cigarpage.com/cohiba-red-dot.html,,,,,,,423.92,False,
