cigar_id,title,url,brand,line,wrapper,vitola,size,box_qty,price,in_stock,current_promotions_applied
ARTUROFUENTE|ARTUROFUENTE|AÑEJO|NO.888|NO.888|6.625x44|MAD|BOX24,Arturo Fuente Anejo 888,https://mikescigars.com/arturo-fuente-anejo-888,,,,,,,525.00,,
PADRON|PADRON|PADRONSERIES|3000|3000|5.5x52|MAD|BOX26,Padron 3000,https://mikescigars.com/padron-3000,,,,,,,261.30,,
