cigar_id,title,url,brand,line,wrapper,vitola,size,box_qty,price,in_stock,current_promotions_applied
ASHTON|ASHTON|VSG|ROBUSTO|ROBUSTO|5.5x50|ECU|BOX24,Robusto,https://www.neptunecigar.com/cigars/ashton-vsg-robusto,Ashton,VSG,Ecuadorian Sun Grown,Robusto,5.5x50,24,345.95,True,$297.52 [14% off]|LOVE26
FOUNDATION|OLMEC|OLMEC|TORO|TORO|6x52|MAD|BOX12,Maduro Toro,https://www.neptunecigar.com/cigars/foundation-olmec-maduro-toro,Foundation,Olmec,Maduro,Toro,6x52,12,174.95,False,$150.46 [14% off]|LOVE26
PADRON|PADRON|1964ANNIVERSARY|PRINCIPE|PRINCIPE|4.5x46|NAT|BOX25,Principe,https://www.neptunecigar.com/cigars/padron-1964-anniversary-principe,Padron,1964 Anniversary,Natural,Principe,4.5x46,25,340.0,True,$292.40 [14% off]|LOVE26
PADRON|PADRON|1964ANNIVERSARY|PRINCIPE|PRINCIPE|4.5x46|MAD|BOX25,Principe,https://www.neptunecigar.com/cigars/padron-1964-anniversary-principe-maduro,Padron,1964 Anniversary,Maduro,Principe,4.5x46,25,340.0,True,$292.40 [14% off]|LOVE26
PADRON|PADRON|1964ANNIVERSARY|EXCLUSIVO|EXCLUSIVO|5.5x50|NAT|BOX25,Exclusivo,https://www.neptunecigar.com/cigars/padron-1964-anniversary-exclusivo,Padron,1964 Anniversary,Natural,Exclusivo,5.5x50,25,397.5,True,$341.85 [14% off]|LOVE26
PADRON|PADRON|1964ANNIVERSARY|EXCLUSIVO|EXCLUSIVO|5.5x50|MAD|BOX25,Exclusivo,https://www.neptunecigar.com/cigars/padron-1964-anniversary-exclusivo-maduro,Padron,1964 Anniversary,Maduro,Exclusivo,5.5x50,25,397.5,True,$341.85 [14% off]|LOVE26
PADRON|PADRON|1926SERIE|NO.9|NO.9|5.25x56|NAT|BOX24,No. 9,https://www.neptunecigar.com/cigars/padron-1926-serie-no-9,Padron,1926 Serie,Natural,No. 9,5.25x56,24,574.8,False,$494.33 [14% off]|LOVE26
PADRON|PADRON|1926SERIE|NO.9|NO.9|5.25x56|MAD|BOX24,No. 9,https://www.neptunecigar.com/cigars/padron-1926-serie-no-9-maduro,Padron,1926 Serie,Maduro,No. 9,5.25x56,24,574.8,True,$494.33 [14% off]|LOVE26
ARTUROFUENTE|ARTUROFUENTE|HEMINGWAY|SHORTSTORY|SHORTSTORY|4x49|CAM|BOX25,Short Story,https://www.neptunecigar.com/cigars/arturo-fuente-hemingway-short-story,Arturo Fuente,Hemingway,Cameroon,Short Story,4x49,25,169.45,False,$145.73 [14% off]|LOVE26
ARTUROFUENTE|ARTUROFUENTE|HEMINGWAY|SHORTSTORY|SHORTSTORY|4x49|MAD|BOX25,Short Story,https://www.neptunecigar.com/cigars/arturo-fuente-hemingway-short-story-maduro,Arturo Fuente,Hemingway,Maduro,Short Story,4x49,25,231.2,True,$198.83 [14% off]|LOVE26
ARTUROFUENTE|ARTUROFUENTE|HEMINGWAY|WORKOFART|WORKOFART|4.875x60|CAM|BOX25,Work of Art,https://www.neptunecigar.com/cigars/arturo-fuente-hemingway-work-of-art-natural,Arturo Fuente,Hemingway,Cameroon,Work of Art,4.875x60,25,266.76,True,$229.41 [14% off]|LOVE26
ARTUROFUENTE|ARTUROFUENTE|HEMINGWAY|WORKOFART|WORKOFART|4.875x60|MAD|BOX25,Work of Art,https://www.neptunecigar.com/cigars/arturo-fuente-hemingway-work-of-art-maduro,Arturo Fuente,Hemingway,Maduro,Work of Art,4.875x60,25,266.76,False,$229.41 [14% off]|LOVE26
ARTUROFUENTE|ARTUROFUENTE|HEMINGWAY|BETWEENTHELINES|BETWEENTHELINES|4.5x54|CAM|BOX25,Between the Lines,https://www.neptunecigar.com/cigars/arturo-fuente-hemingway-between-the-lines,Arturo Fuente,Hemingway,Cameroon,Between the Lines,4.5x54,25,568.0,False,$488.48 [14% off]|LOVE26
DREWESTATE|DREWESTATE|LIGAPRIVADANO.9|ROBUSTO|ROBUSTO|5x54|CON|BOX24,Robusto,https://www.neptunecigar.com/cigars/liga-privada-no-9-robusto,Drew Estate,Liga Privada No. 9,Connecticut Broadleaf Oscuro,Robusto,5x54,24,393.6,False,$338.50 [14% off]|LOVE26
DREWESTATE|DREWESTATE|LIGAPRIVADANO.9|CORONAVIVA|CORONAVIVA|6x46|CON|BOX24,Corona Viva,https://www.neptunecigar.com/cigars/liga-privada-no-9-corona-viva,Drew Estate,Liga Privada No. 9,Connecticut Broadleaf Oscuro,Corona Viva,6x46,24,370.8,True,$318.89 [14% off]|LOVE26
ASHTON|ASHTON|VSG|ILLUSION|ILLUSION|6x54|ECU|BOX24,Illusion,https://www.neptunecigar.com/cigars/ashton-vsg-illusion,Ashton,VSG,Ecuadorian Sun Grown,Illusion,6x54,24,342.95,True,$294.94 [14% off]|LOVE26
ASHTON|ASHTON|VSG|WIZARD|WIZARD|7x52|ECU|BOX37,Wizard,https://www.neptunecigar.com/cigars/ashton-vsg-wizard,Ashton,VSG,Ecuadorian Sun Grown,Wizard,7x52,37,628.95,True,$540.90 [14% off]|LOVE26
ASHTON|ASHTON|VSG|SORCERER|SORCERER|7.5x52|ECU|BOX24,Sorcerer,https://www.neptunecigar.com/cigars/ashton-vsg-sorcerer,Ashton,VSG,Ecuadorian Sun Grown,Sorcerer,7.5x52,24,365.95,True,$314.72 [14% off]|LOVE26
ASHTON|ASHTON|VSG|BELICOSONO.1|BELICOSONO.1|5.5x52|ECU|BOX24,Belicoso No. 1,https://www.neptunecigar.com/cigars/ashton-vsg-belicoso-no-1,Ashton,VSG,Ecuadorian Sun Grown,Belicoso No. 1,5.5x52,24,351.0,True,$301.86 [14% off]|LOVE26
MONTECRISTO|MONTECRISTO|1935ANNIVERSARYNICARAGUA|DEMI|DEMI|5x50|NIC|BOX20,Demi,https://www.neptunecigar.com/cigars/montecristo-1935-anniversary-nicaragua-demi,Montecristo,1935 Anniversary Nicaragua,Nicaraguan Habano,Demi,5x50,20,279.0,True,$239.94 [14% off]|LOVE26
OLIVA|OLIVA|SERIEV|TORPEDO|TORPEDO|6.5x52|ECU|BOX24,Torpedo,https://www.neptunecigar.com/cigars/oliva-serie-v-torpedo,Oliva,Serie V,Ecuadorian Habano,Torpedo,6.5x52,24,261.2,True,$224.63 [14% off]|LOVE26
OLIVA|OLIVA|SERIEV|BELICOSO|BELICOSO|5.5x54|ECU|BOX24,Belicoso,https://www.neptunecigar.com/cigars/oliva-serie-v-belicoso,Oliva,Serie V,Ecuadorian Habano,Belicoso,5.5x54,24,219.0,True,$188.34 [14% off]|LOVE26
OLIVA|OLIVA|SERIEV|DOUBLEROBUSTO|DOUBLEROBUSTO|5x54|ECU|BOX24,Double Robusto,https://www.neptunecigar.com/cigars/oliva-serie-v-double-robusto,Oliva,Serie V,Ecuadorian Habano,Double Robusto,5x54,24,219.0,True,$188.34 [14% off]|LOVE26
OLIVA|OLIVA|SERIEV|CHURCHILLEXTRA|CHURCHILLEXTRA|7x48|ECU|BOX24,Churchill Extra,https://www.neptunecigar.com/cigars/oliva-serie-v-churchill-extra,Oliva,Serie V,Ecuadorian Habano,Churchill Extra,7x48,24,279.05,True,$239.98 [14% off]|LOVE26
OLIVA|OLIVA|SERIEV|DOUBLETORO|DOUBLETORO|6x60|ECU|BOX24,Double Toro,https://www.neptunecigar.com/cigars/oliva-serie-v-double-toro,Oliva,Serie V,Ecuadorian Habano,Double Toro,6x60,24,270.95,True,$233.02 [14% off]|LOVE26
ROCKYPATEL|ROCKYPATEL|VINTAGE1990|ROBUSTO|ROBUSTO|5x50|HON|BOX20,Robusto,https://www.neptunecigar.com/cigars/rocky-patel-vintage-1990-robusto,Rocky Patel,Vintage 1990,Honduran Broadleaf,Robusto,5x50,20,195.95,True,$168.52 [14% off]|LOVE26
ROCKYPATEL|ROCKYPATEL|VINTAGE1990|TORPEDO|TORPEDO|6.5x52|HON|BOX20,Torpedo,https://www.neptunecigar.com/cigars/rocky-patel-vintage-1990-torpedo,Rocky Patel,Vintage 1990,Honduran Broadleaf,Torpedo,6.5x52,20,212.95,True,$183.14 [14% off]|LOVE26
ROCKYPATEL|ROCKYPATEL|VINTAGE1990|CHURCHILL|CHURCHILL|7x48|HON|BOX20,Churchill,https://www.neptunecigar.com/cigars/rocky-patel-vintage-1990-churchill,Rocky Patel,Vintage 1990,Honduran Broadleaf,Churchill,7x48,20,206.1,True,$177.25 [14% off]|LOVE26
ROCKYPATEL|ROCKYPATEL|VINTAGE1992|ROBUSTO|ROBUSTO|5x50|ECU|BOX20,Robusto,https://www.neptunecigar.com/cigars/rocky-patel-vintage-1992-robusto,Rocky Patel,Vintage 1992,Ecuadorian Sumatra,Robusto,5x50,20,195.95,True,$168.52 [14% off]|LOVE26
ROCKYPATEL|ROCKYPATEL|VINTAGE1992|TORPEDO|TORPEDO|6.5x52|ECU|BOX20,Torpedo,https://www.neptunecigar.com/cigars/rocky-patel-vintage-1992-torpedo,Rocky Patel,Vintage 1992,Ecuadorian Sumatra,Torpedo,6.5x52,20,212.95,True,$183.14 [14% off]|LOVE26
ROCKYPATEL|ROCKYPATEL|VINTAGE1992|CHURCHILL|CHURCHILL|7x48|ECU|BOX20,Churchill,https://www.neptunecigar.com/cigars/rocky-patel-vintage-1992-churchill,Rocky Patel,Vintage 1992,Ecuadorian Sumatra,Churchill,7x48,20,206.95,True,$177.98 [14% off]|LOVE26
CAO|CAO|FLATHEAD|V554CAMSHAFT|V554CAMSHAFT|5.5x54|CT|BOX24,V554 Camshaft,https://www.neptunecigar.com/cigars/cao-flathead-v554-camshaft,CAO,Flathead,Connecticut Broadleaf,V554 Camshaft,5.5x54,24,190.95,True,$164.22 [14% off]|LOVE26
CAO|CAO|FLATHEAD|V660CARB|V660CARB|6x60|CT|BOX24,V660 Carb,https://www.neptunecigar.com/cigars/cao-flathead-v660-carb,CAO,Flathead,Connecticut Broadleaf,V660 Carb,6x60,24,201.95,True,$173.68 [14% off]|LOVE26
CAO|CAO|FLATHEAD|V770BIGBLOCK|V770BIGBLOCK|7x70|CT|BOX24,V770 Big Block,https://www.neptunecigar.com/cigars/cao-flathead-v770-big-block,CAO,Flathead,Connecticut Broadleaf,V770 Big Block,7x70,24,225.95,True,$194.32 [14% off]|LOVE26
CAO|CAO|FLATHEAD|V450SPARKPLUG|V450SPARKPLUG|4.5x50|CT|BOX24,V450 Sparkplug,https://www.neptunecigar.com/cigars/cao-flathead-v450-sparkplug,CAO,Flathead,Connecticut Broadleaf,V450 Sparkplug,4.5x50,24,177.95,True,$153.04 [14% off]|LOVE26
MACANUDO|MACANUDO|CAFE|HYDEPARK|HYDEPARK|5.5x49|CT|BOX25,Hyde Park,https://www.neptunecigar.com/cigars/macanudo-cafe-hyde-park,Macanudo,Cafe,Connecticut Shade,Hyde Park,5.5x49,25,224.95,True,$193.46 [14% off]|LOVE26
MACANUDO|MACANUDO|CAFE|HAMPTONCOURT|HAMPTONCOURT|5.25x42|CT|BOX25,Hampton Court,https://www.neptunecigar.com/cigars/macanudo-cafe-hampton-court,Macanudo,Cafe,Connecticut Shade,Hampton Court,5.25x42,25,215.95,True,$185.72 [14% off]|LOVE26
MACANUDO|MACANUDO|CAFE|PORTOFINO|PORTOFINO|7x34|CT|BOX25,Portofino,https://www.neptunecigar.com/cigars/macanudo-cafe-portofino,Macanudo,Cafe,Connecticut Shade,Portofino,7x34,25,231.95,True,$199.48 [14% off]|LOVE26
MACANUDO|MACANUDO|CAFE|BARONDEROTHSCHILD|BARONDEROTHSCHILD|6.5x42|CT|BOX25,Baron de Rothschild,https://www.neptunecigar.com/cigars/macanudo-cafe-baron-de-rothschild,Macanudo,Cafe,Connecticut Shade,Baron de Rothschild,6.5x42,25,226.95,True,$195.18 [14% off]|LOVE26
DREWESTATE|DREWESTATE|UNDERCROWNMADURO|CORONAVIVA|CORONAVIVA|5.625x46|SAN|BOX25,Corona Viva,https://www.neptunecigar.com/cigars/liga-undercrown-maduro-corona-viva,Drew Estate,Undercrown Maduro,San Andres,Corona Viva,5.625x46,25,189.75,False,$163.19 [14% off]|LOVE26
DREWESTATE|DREWESTATE|UNDERCROWNMADURO|CORONADOBLE|CORONADOBLE|7x54|SAN|BOX25,Corona Doble,https://www.neptunecigar.com/cigars/liga-undercrown-maduro-corona-doble,Drew Estate,Undercrown Maduro,San Andres,Corona Doble,7x54,25,247.15,True,$212.55 [14% off]|LOVE26
DREWESTATE|DREWESTATE|UNDERCROWNMADURO|ROBUSTO|ROBUSTO|5x54|SAN|BOX25,Robusto,https://www.neptunecigar.com/cigars/liga-undercrown-maduro-robusto,Drew Estate,Undercrown Maduro,San Andres,Robusto,5x54,25,200.0,True,$172.00 [14% off]|LOVE26
DREWESTATE|DREWESTATE|UNDERCROWNMADURO|GRANTORO|GRANTORO|6x52|SAN|BOX25,Gran Toro,https://www.neptunecigar.com/cigars/liga-undercrown-maduro-gran-toro,Drew Estate,Undercrown Maduro,San Andres,Gran Toro,6x52,25,216.4,True,$186.10 [14% off]|LOVE26
DREWESTATE|DREWESTATE|UNDERCROWNMADURO|GORDITO|GORDITO|6x60|SAN|BOX25,Gordito,https://www.neptunecigar.com/cigars/liga-undercrown-maduro-gordito,Drew Estate,Undercrown Maduro,San Andres,Gordito,6x60,25,261.5,True,$224.89 [14% off]|LOVE26
COHIBA||REDDOT|ROBUSTO|ROBUSTO|5x49|CAM|BOX25,Robusto,https://www.neptunecigar.com/cigars/cohiba-robusto,Cohiba,Red Dot,Cameroon,Robusto,5x49,25,464.95,True,$399.86 [14% off]|LOVE26
COHIBA||REDDOT|CHURCHILL|CHURCHILL|7x49|CAM|BOX25,Churchill,https://www.neptunecigar.com/cigars/cohiba-churchill,Cohiba,Red Dot,Cameroon,Churchill,7x49,25,509.95,True,$438.56 [14% off]|LOVE26
OLIVA|OLIVA|SERIEG|ROBUSTO|ROBUSTO|4.5x50|CAM|BOX25,Robusto,https://www.neptunecigar.com/cigars/oliva-serie-g-robusto,Oliva,Serie G,Cameroon,Robusto,4.5x50,25,153.0,True,$131.58 [14% off]|LOVE26
OLIVA|OLIVA|SERIEG|TORO|TORO|6x50|CAM|BOX25,Toro,https://www.neptunecigar.com/cigars/oliva-serie-g-toro,Oliva,Serie G,Cameroon,Toro,6x50,25,157.25,True,$135.23 [14% off]|LOVE26
OLIVA|OLIVA|SERIEG|CHURCHILL|CHURCHILL|7x48|CAM|BOX25,Churchill,https://www.neptunecigar.com/cigars/oliva-serie-g-churchill,Oliva,Serie G,Cameroon,Churchill,7x48,25,163.7,True,$140.78 [14% off]|LOVE26
OLIVA|OLIVA|SERIEG|DOUBLEROBUSTO|DOUBLEROBUSTO|5x54|CAM|BOX25,Double Robusto,https://www.neptunecigar.com/cigars/oliva-serie-g-double-robusto,Oliva,Serie G,Cameroon,Double Robusto,5x54,25,178.65,True,$153.64 [14% off]|LOVE26
CROWNEDHEADS|JERICHOHILL|JERICHOHILL|OBS|OBS|4.75x52|MAD|BOX24,OBS,https://www.neptunecigar.com/cigars/crowned-heads-jericho-hill-obs,Crowned Heads,Jericho Hill,Maduro,OBS,4.75x52,24,207.95,False,$178.84 [14% off]|LOVE26
ARTUROFUENTE|ARTUROFUENTE|OPUSX|PERFECXIONX|PERFECXIONX|6.25x48|DOM|BOX32,PerfecXion X,https://www.neptunecigar.com/cigars/arturo-fuente-opus-x-perfecxion-x,Arturo Fuente,Opus X,Dominican Rosado,PerfecXion X,6.25x48,32,,,
ARTUROFUENTE|ARTUROFUENTE|OPUSX|ROBUSTO|ROBUSTO|5.25x50|DOM|BOX29,Robusto,https://www.neptunecigar.com/cigars/arturo-fuente-opus-x-robusto,Arturo Fuente,Opus X,Dominican Rosado,Robusto,5.25x50,29,,,
ARTUROFUENTE|ARTUROFUENTE|OPUSX|SUPERBELICOSO|SUPERBELICOSO|5.5x52|DOM|BOX29,Super Belicoso,https://www.neptunecigar.com/cigars/arturo-fuente-opus-x-super-belicoso,Arturo Fuente,Opus X,Dominican Rosado,Super Belicoso,5.5x52,29,,,
ARTUROFUENTE|ARTUROFUENTE|OPUSX|FUENTEFUENTE|FUENTEFUENTE|5.625x46|DOM|BOX32,Fuente Fuente,https://www.neptunecigar.com/cigars/arturo-fuente-opus-x-fuente-fuente,Arturo Fuente,Opus X,Dominican Rosado,Fuente Fuente,5.625x46,32,,,
DIAMONDCROWN|DIAMONDCROWN|JULIUSCAESER|ROBUSTO|ROBUSTO|5x54|ECU|BOX20,Robusto,https://www.neptunecigar.com/cigars/diamond-crown-julius-caeser-robusto,Diamond Crown,Julius Caeser,Ecuadorian Habano,Robusto,5x54,20,,,
DIAMONDCROWN|DIAMONDCROWN|JULIUSCAESER|TORO|TORO|6x54|ECU|BOX20,Toro,https://www.neptunecigar.com/cigars/diamond-crown-julius-caeser-toro,Diamond Crown,Julius Caeser,Ecuadorian Habano,Toro,6x54,20,,,
AGINGROOM|AGINGROOM|QUATTRONICARAGUA|MAESTRO|MAESTRO|6x50|NIC|BOX20,Maestro,https://www.neptunecigar.com/cigars/aging-room-quattro-nicaragua-maestro,Aging Room,Quattro Nicaragua,Nicaraguan Habano,Maestro,6x50,20,,,
PADRON|PADRON|1926SERIE|NO.6|NO.6|4.75x50|MAD|BOX24,No. 6,https://www.neptunecigar.com/cigars/padron-1926-serie-no-6-maduro,Padron,1926 Serie,Maduro,No. 6,4.75x50,24,,,
PADRON|PADRON|1926SERIE|NO.6|NO.6|4.75x50|NAT|BOX24,No. 6,https://www.neptunecigar.com/cigars/padron-1926-serie-no-6-natural,Padron,1926 Serie,Natural,No. 6,4.75x50,24,,,
PADRON|PADRON|1926SERIE|NO.2BELICOSO|NO.2BELICOSO|5.25x52|MAD|BOX24,No. 2 Belicoso,https://www.neptunecigar.com/cigars/padron-1926-serie-no-2-belicoso-maduro,Padron,1926 Serie,Maduro,No. 2 Belicoso,5.25x52,24,,,
PADRON|PADRON|1926SERIE|NO.2BELICOSO|NO.2BELICOSO|5.25x52|NAT|BOX24,No. 2 Belicoso,https://www.neptunecigar.com/cigars/padron-1926-serie-no-2-belicoso,Padron,1926 Serie,Natural,No. 2 Belicoso,5.25x52,24,,,
PADRON|PADRON|1964ANNIVERSARY|TORPEDO|TORPEDO|6x52|MAD|BOX20,Torpedo,https://www.neptunecigar.com/cigars/padron-1964-anniversary-torpedo-maduro,Padron,1964 Anniversary,Maduro,Torpedo,6x52,20,,,
PADRON|PADRON|1964ANNIVERSARY|TORPEDO|TORPEDO|6x52|NAT|BOX20,Torpedo,https://www.neptunecigar.com/cigars/padron-1964-anniversary-torpedo,Padron,1964 Anniversary,Natural,Torpedo,6x52,20,,,
PADRON|PADRON|1964ANNIVERSARY|IMPERIAL|IMPERIAL|6x54|MAD|BOX25,Imperial,https://www.neptunecigar.com/cigars/padron-1964-anniversary-imperial-maduro,Padron,1964 Anniversary,Maduro,Imperial,6x54,25,,,
PADRON|PADRON|1964ANNIVERSARY|IMPERIAL|IMPERIAL|6x54|NAT|BOX25,Imperial,https://www.neptunecigar.com/cigars/padron-1964-anniversary-imperial,Padron,1964 Anniversary,Natural,Imperial,6x54,25,,,
PADRON|PADRON|1964ANNIVERSARY|MONARCA|MONARCA|6.5x46|MAD|BOX25,Monarca,https://www.neptunecigar.com/cigars/padron-1964-anniversary-monarca-maduro,Padron,1964 Anniversary,Maduro,Monarca,6.5x46,25,,,
PADRON|PADRON|1964ANNIVERSARY|MONARCA|MONARCA|6.5x46|NAT|BOX25,Monarca,https://www.neptunecigar.com/cigars/padron-1964-anniversary-monarca-natural,Padron,1964 Anniversary,Natural,Monarca,6.5x46,25,,,
