"cigar_id","title","url","brand","line","wrapper","vitola","size","box_qty","price","in_stock","msrp_price"
"ARTUROFUENTE|ARTUROFUENTE|HEMINGWAY|CLASSIC|CLASSIC|7x48|CAM|BOX25","","https://www.holts.com/cigars/all-cigar-brands/arturo-fuente-hemingway.html","","","","","",25,282.95,True,315.0
"ARTUROFUENTE|ARTUROFUENTE|HEMINGWAY|BESTSELLER|BESTSELLER|4.5x55|CAM|BOX25","","https://www.holts.com/cigars/all-cigar-brands/arturo-fuente-hemingway.html","","","","","",25,204.95,True,228.0
"ARTUROFUENTE|ARTUROFUENTE|HEMINGWAY|SIGNATURE|SIGNATURE|6x46|CAM|BOX25","","https://www.holts.com/cigars/all-cigar-brands/arturo-fuente-hemingway.html","","","","","",25,258.95,True,288.75
"ARTUROFUENTE|ARTUROFUENTE|HEMINGWAY|BESTSELLER|BESTSELLER|4.5x55|MAD|BOX25","","https://www.holts.com/cigars/all-cigar-brands/arturo-fuente-hemingway-maduro.html","","","","","",25,243.75,True,""
"PERDOMO|PERDOMO|RESERVE10THANNIVERSARYCHAMPAGNE|EPICURE|EPICURE|6x54|ECU|BOX25","","https://www.holts.com/cigars/all-cigar-brands/perdomo-10th-anniversary-champagne.html","","","","","",25,248.95,True,293.75
"HOYODEMONTERREY|HOYODEMONTERREY|EXCALIBUR|EPICURE|EPICURE|5.25x50|CT|BOX20","","https://www.holts.com/cigars/all-cigar-brands/excalibur.html","","","","","",20,160.04,True,213.8
"PADRON|PADRON|1964ANNIVERSARY|DIPLOMATICO|DIPLOMATICO|7x50|CAM","","https://www.holts.com/cigars/all-cigar-brands/padron-1964-anniversary.html","","","","","",25,455.0,True,""
"ROMEOYJULIETA|ROMEOYJULIETA|1875|CHURCHILL|CHURCHILL|7x50|IND|BOX25","","https://www.holts.com/cigars/all-cigar-brands/romeo-y-julieta-1875.html","","","","","",25,201.0,True,267.75
