cigar_id,title,url,brand,line,wrapper,vitola,size,box_qty,price,in_stock,current_promotions_applied
ARTUROFUENTE|ARTUROFUENTE|AÑEJO|NO.888|NO.888|6.625x44|MAD|BOX24,Arturo Fuente Anejo,https://www.jrcigars.com/item/arturo-fuente/888-reserva/AFAR888.html,,,,,,,346.99,False,
PADRON|PADRON|PADRONSERIES|3000|3000|5.5x52|CAM|BOX26,Padron Series,https://www.jrcigars.com/item/padron-series/3000/PD30.html,,,,,,,249.60,,
ARTUROFUENTE|ARTUROFUENTE|HEMINGWAY|SHORTSTORY|SHORTSTORY|4x49|CAM|BOX25,Arturo Fuente Hemingway,https://www.jrcigars.com/item/arturo-fuente-hemingway/short-story/AFSS.html,,,,,,,178.99,,
PADRON|PADRON|1926SERIE|NO.9|NO.9|5.25x56|MAD|BOX24,Padron 1926 Series,https://www.jrcigars.com/item/padron-1926-series/no.-9-maduro/PD2693.html,,,,,,,602.99,,
