title,url,brand,line,wrapper,vitola,size,box_qty,price,in_stock
Hoyo de Monterrey Excalibur 5.2x50 Box of 20,https://www.thecigarstore.com/Cigars/Hoyo-de-Monterrey-Excalibur-Cigars/Hoyo-de-Monterrey-Excalibur-Epicure.htm,Hoyo de Monterrey,Excalibur,Connecticut Shade,Epicure,5.2x50,20,198.76,true
