title,url,brand,line,wrapper,vitola,size,box_qty,price,in_stock
Hoyo de Monterrey Excalibur 5.2x50 Box of 20,https://cubancrafters.com/hoyo-de-monterrey-excalibur-english-claro-epicure-5-1-4-x-50/,Hoyo de Monterrey,Excalibur,Connecticut Shade,Epicure,5.2x50,20,214.2,True
Padron 1964 Anniversary 7x50 Box of 25,https://cubancrafters.com/padron-diplomatico-maduro-1964/,Padron,1964 Anniversary,Maduro,Diplomatico,7x50,25,491.4,True
