cigar_id,title,url,brand,line,wrapper,vitola,size,box_qty,price,in_stock
HOYODEMONTERREY|HOYODEMONTERREY|EXCALIBUR|EPICURE|EPICURE|5.25x50|CT|BOX20,Epicure,,https://absolutecigars.com/product/hoyo-de-monterrey-excalibur-epicure-natural/,Excalibur,Connecticut Shade,Epicure,5.25x50,20,,
ROMEOYJULIETA|ROMEOYJULIETA|1875|CHURCHILL|CHURCHILL|7x50|IND|BOX25,,https://absolutecigars.com/product/romeo-y-julieta-churchill/
