cigar_id,title,url,brand,line,wrapper,vitola,size,box_qty,price,in_stock,current_promotions_applied
PADRON|PADRON|PADRONSERIES|3000|3000|5.5x52|CAM|BOX26,Padron 3000 Natural (5.5×52),https://cigarsdaily.com/product/padron-3000-natural,,,,,,,249.60,,
