cigar_id,title,url,brand,line,wrapper,vitola,size,box_qty,price,in_stock,current_promotions_applied
PADRON|PADRON|1964ANNIVERSARY|DIPLOMATICO|DIPLOMATICO|7x50|MAD|BOX25,Diplomatico,https://www.2guyscigars.com/padron-ani-diplomatico-mad-160135/,Padron,1964 Anniversary,Maduro,Diplomatico,7x50,25,454.99,True,
ARTUROFUENTE|ARTUROFUENTE|HEMINGWAY|BESTSELLER|BESTSELLER|4.5x55|CAM|BOX25,Best Seller,https://www.2guyscigars.com/af-hemingway-best-seller-010112/,Arturo Fuente,Hemingway,Cameroon,Best Seller,4.5x55,25,243.99,True,
PERDOMO|PERDOMO|RESERVE10THANNIVERSARYCHAMPAGNE|EPICURE|EPICURE|6x54|ECU|BOX25,Epicure,https://www.2guyscigars.com/perdomo-10th-champ-epicure-164004/,Perdomo,Reserve 10th Anniversary Champagne,Ecuadorian Connecticut,Epicure,6x54,25,249.99,True,
PADRON|PADRON|1964ANNIVERSARY|EXCLUSIVO|EXCLUSIVO|5.5x50|NAT|BOX25,,https://www.2guyscigars.com/padron-ani-exclusivo-160138/
PADRON|PADRON|1964ANNIVERSARY|EXCLUSIVO|EXCLUSIVO|5.5x50|MAD|BOX25,,https://www.2guyscigars.com/padron-ani-exclusivo-mad-160139/
PADRON|PADRON|1964ANNIVERSARY|PRINCIPE|PRINCIPE|4.5x46|NAT|BOX25,,https://www.2guyscigars.com/padron-ani-principe-160170/
PADRON|PADRON|1964ANNIVERSARY|PRINCIPE|PRINCIPE|4.5x46|MAD|BOX25,,https://www.2guyscigars.com/padron-ani-principe-mad-160171/
ARTUROFUENTE|ARTUROFUENTE|HEMINGWAY|CLASSIC|CLASSIC|7x48|CAM|BOX25,,https://www.2guyscigars.com/af-hemingway-classic-010170/
ARTUROFUENTE|ARTUROFUENTE|HEMINGWAY|SIGNATURE|SIGNATURE|6x46|CAM|BOX25,,https://www.2guyscigars.com/af-hemingway-signature-010178/
ARTUROFUENTE|ARTUROFUENTE|HEMINGWAY|SHORTSTORY|SHORTSTORY|4x49|CAM|BOX25,,https://www.2guyscigars.com/af-hemingway-short-story-010182/
ARTUROFUENTE|ARTUROFUENTE|HEMINGWAY|SHORTSTORY|SHORTSTORY|4x49|MAD|BOX25,,https://www.2guyscigars.com/af-hemingway-short-story-m-010183/
ARTUROFUENTE|ARTUROFUENTE|HEMINGWAY|WORKOFART|WORKOFART|4.875x60|MAD|BOX25,,https://www.2guyscigars.com/af-hemingway-work-of-art-m-010237/
ARTUROFUENTE|ARTUROFUENTE|HEMINGWAY|BETWEENTHELINES|BETWEENTHELINES|4.5x54|CAM|BOX25,,https://www.2guyscigars.com/af-hemingway-between-lines-010276/
