brand,title,box_qty,price,url
Garcia Vega,Garcia y Vega Cigarillos Natural Cigarillo White Grape White Grape - Box of 60,60,34.99 USD,https://www.dpbolvw.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fgarcia-y-vega-cigarillos-natural-cigarillo-white-grape%2F94066%2F%23p-187116
Garcia Vega,Garcia y Vega Miniatures - Pack of 50,50,38.99 USD,https://www.dpbolvw.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fgarcia-y-vega-miniature-natural-cigarillo%2F74763%2F%23p-2010143
Garcia Vega,Garcia y Vega Presidente - PACK (20),20,30.99 USD,https://www.kqzyfj.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fgarcia-y-vega-presidente%2F2027031%2F%23p-2010145
Garcia Vega,Garcia y Vega Whiff - Natural - Pack of 50,50,38.99 USD,https://www.dpbolvw.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fgarcia-y-vega-whiff-natural%2F2027030%2F%23p-2010144
La Gloria Cubana,La Gloria Cubana Serie R Pyramid - Box of 24,24,235.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fla-gloria-cubana-serie-r-pyramid-sumatra-cigars-box-of-24%2F2046800%2F%23p-2038991
La Gloria Cubana,La Gloria Cubana Serie R No.5  Robusto Sumatra - Box of 24,24,201.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fla-gloria-cubana-serie-r-no-5-natural-robusto-box-of-24%2F2046798%2F%23p-140837
La Gloria Cubana,La Gloria Cubana Serie R No. 3 - Box of 24,24,167.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fla-gloria-cubana-serie-r-no-3-box-of-24%2F2046796%2F%23p-2033594
La Gloria Cubana,La Gloria Cubana Serie R No.7 Gordo Sumatra - Box of 24,24,257.99 USD,https://www.jdoqocy.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fla-gloria-cubana-serie-r-no-7-natural-double-corona-box-of-24%2F2046794%2F%23p-141333
La Gloria Cubana,La Gloria Cubana Serie R No.7 Gordo Maduro - Box of 24,24,257.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fla-gloria-cubana-serie-r-no-7-gordo-maduro-box-of-24%2F2046791%2F%23p-141335
Garcia Vega,Garcia y Vega English Corona - Pack of 20,20,30.99 USD,https://www.kqzyfj.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fgarcia-y-vega-english-corona-natural-petite-corona%2F74774%2F%23p-2010142
Garcia Vega,Garcia y Vega Cigarillo Natural Silver - Box of 60,60,34.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fgarcia-y-vega-game-cigarillo-natural-silver-cigars%2F94098%2F%23p-187148
Djarum,Djarum Special Blend Natural Filtered Cigarillo Clove - PACK (120),120,57.99 USD,https://www.kqzyfj.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fdjarum-special-blend-natural-filtered-cigarillo-clove%2F92073%2F%23p-185099
Djarum,Djarum Bali Hai Natural Filtered Cigarillo Mixed Flavors - PACK (120),120,57.99 USD,https://www.kqzyfj.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fdjarum-bali-hai-natural-filtered-cigarillo-mixed-flavors%2F92067%2F%23p-185093
Djarum,Djarum Black Filtered Cigarillo Natural Clove - Pack of 120,120,57.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fdjarum-black-filtered-cigarillo-natural-clove%2F92068%2F%23p-185094
Gurkha,Gurkha Beast - Pack of 20,20,139.99 USD,https://www.dpbolvw.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fgurkha-beast%2F2046428%2F%23p-2046415
Mark Twain,Mark Twain Memoir No. 3 - Box of 20,20,67.49 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fmark-twain-memoir-no-3-robusto-maduro-cigars%2F2038043%2F%23p-2039451
Backwoods,Backwoods Cigarillo Natural Dark Stout - Pack of 40,40,41.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fbackwoods-dark-stout-cigarillo-natural%2F93379%2F%23p-186368
Backwoods,Backwoods Cigarillo Natural Honey Bourbon - Pack of 40,40,41.99 USD,https://www.jdoqocy.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fbackwoods-honey-bourbon-cigarillo-cigars%2F91818%2F%23p-184834
Swisher Sweets,Swisher Sweets Peach Natural - Pack of 60,60,27.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fswisher-sweets-peach-natural-cigarillo-sweet%2F89550%2F%23p-182481
Swisher Sweets,Swisher Sweets Tropical Fusion - Pack of 60,60,27.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fswisher-sweets-tropical-fusion-cigarillo-60-count%2F89553%2F%23p-182484
Swisher Sweets,Swisher Sweets White Grape Natural - Pack of 60,60,27.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fswisher-sweets-white-grape-natural-cigarillo%2F89554%2F%23p-182485
Swisher Sweets,Swisher Sweets Leaf Sweet Aromatic - Pack of 30,30,24.99 USD,https://www.kqzyfj.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fswisher-sweets-leaf-sweet-aromatic%2F2024892%2F%23p-2023558
Swisher Sweets,Swisher Sweets Leaf Sweet Aromatic - Pack of 60,60,46.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fswisher-sweets-leaf-sweet-aromatic%2F2024892%2F%23p-2023559
Swisher Sweets,Swisher Sweets Leaf Sweet Aromatic - Pack of 90,90,67.99 USD,https://www.dpbolvw.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fswisher-sweets-leaf-sweet-aromatic%2F2024892%2F%23p-2023560
Swisher Sweets,Swisher Sweets Leaf Original - Pack of 30,30,24.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fswisher-sweets-leaf-original%2F2024890%2F%23p-2023564
Swisher Sweets,Swisher Sweets Leaf Original - Pack of 60,60,46.99 USD,https://www.dpbolvw.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fswisher-sweets-leaf-original%2F2024890%2F%23p-2023565
Swisher Sweets,Swisher Sweets Leaf Original - Pack of 90,90,67.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fswisher-sweets-leaf-original%2F2024890%2F%23p-2023566
Swisher Sweets,Swisher Sweets Wild Rush Natural - Pack of 60,60,27.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fswisher-sweets-2pks-wild-rush-natural-cigarillo-wild-rush%2F94197%2F%23p-187252
Swisher Sweets,Swisher Sweets Leaf Honey - Pack of 30,30,24.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fswisher-sweets-leaf-honey%2F2024891%2F%23p-2023561
Swisher Sweets,Swisher Sweets Leaf Honey - Pack of 60,60,46.99 USD,https://www.kqzyfj.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fswisher-sweets-leaf-honey%2F2024891%2F%23p-2023562
Swisher Sweets,Swisher Sweets Leaf Honey - Pack of 90,90,67.99 USD,https://www.jdoqocy.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fswisher-sweets-leaf-honey%2F2024891%2F%23p-2023563
Swisher Sweets,Swisher Sweets Blueberry Natural - Pack of 60,60,27.99 USD,https://www.jdoqocy.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fswisher-sweets-blueberry-natural-cigarillo%2F89548%2F%23p-182479
Swisher Sweets,Swisher Sweets Unsweet Natural Diamonds 2 Pks - Pack of 60,60,27.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fswisher-sweets-diamond-unsweet-cigarillo-cigars%2F92945%2F%23p-186002
Swisher Sweets,Swisher Sweets Green Natural Sweet - Pack of 60,60,27.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fswisher-sweets-sweet-green-natural-cigarillo-sweet%2F89549%2F%23p-182480
Thompson,Thompson Brittany Exotic Panetela Connecticut Apple Martini - Box of 50,50,94.99 USD,https://www.jdoqocy.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fthompson-brittany-exotic-panetela-connecticut-apple-martini%2F93295%2F%23p-186269
Los Statos,Los Statos Deluxe - Box of 20,20,159.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Flos-statos-delux-toro-cigar%2F2044965%2F%23p-2042426
Los Statos,Los Statos Deluxe - Box of 20,20,166.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Flos-statos-delux-churchill-cigar%2F2044968%2F%23p-2042425
Toscano,Toscano Master Aged - Box of 30,30,226.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Ftoscano-master-aged-series-3-cigar%2F2044938%2F%23p-2044935
Toscano,Toscano Master Aged - Box of 30,30,226.99 USD,https://www.kqzyfj.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Ftoscano-master-aged-series-2-cigar%2F2044939%2F%23p-2044936
Toscano,Toscano Master Aged - Box of 30,30,226.99 USD,https://www.jdoqocy.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Ftoscano-master-aged-series-1-cigar%2F2044940%2F%23p-2044937
Bahia,Bahia Maduro Corona Gigante - Pack of 20,20,72.99 USD,https://www.jdoqocy.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fbahia-maduro-corona-gigante-connecticut-broadleaf%2F2020990%2F%23p-2007392
Cuban Mistakes,Cuban Mistakes Fumas Coffee Lonsdale - Box of 100,100,89.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fcuban-mistakes-fumas-coffee-cigars%2F2039751%2F%23p-2039239
Toscano,Toscano Originale Cheroots Fire Cured - Box of 30,30,172.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Ftoscano-originale-cheroots-fire-cured%2F2024708%2F%23p-2023224
Aganorsa Leaf,Aganorsa Leaf Signature Robusto Maduro - BOX (20),20,233.99 USD,https://www.jdoqocy.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Faganorsa-leaf-signature-robusto-maduro%2F2022494%2F%23p-2022484
Cohiba,Cohiba Corona Minor Cameroon Panetela - Box of 25,25,269.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fcohiba-red-dot-corona-minor-cameroon%2F2025783%2F%23p-140516
Cohiba,Cohiba Robusto Fino Cameroon - BOX (25),25,356.99 USD,https://www.kqzyfj.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fcohiba-red-dot-robusto-fino-cameroon%2F2025785%2F%23p-140512
Cohiba,Cohiba Crystal Corona Cameroon - BOX (20),20,342.99 USD,https://www.dpbolvw.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fcohiba-red-dot-crystal-corona-cameroon%2F2025782%2F%23p-140529
Tatiana,Tatiana Flavored Classic Corona Cinnamon - BOX (25),25,81.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Ftatiana-flavored-classic-corona-cinnamon%2F2024487%2F%23p-2010587
Tatiana,Tatiana Flavored Classic Corona Waking Dream - BOX (25),25,81.99 USD,https://www.dpbolvw.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Ftatiana-flavored-classic-corona-walking-dream%2F2024506%2F%23p-2010581
Tatiana,Tatiana Flavored Classic Robusto Rum - BOX (25),25,103.99 USD,https://www.kqzyfj.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Ftatiana-flavored-classic-robusto-rum%2F93526%2F%23p-186540
Don Tomas,Don Tomas Sungrown Robusto - Box of 25,25,129.99 USD,https://www.dpbolvw.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fdon-tomas-sungrown-robusto%2F2028982%2F%23p-2028976
Tabak Especial by Drew Estate,Tabak Especial Toro Dulce - Box of 24,24,226.99 USD,https://www.kqzyfj.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fdrew-estate-cigars-tabak-especial-dulce-toro%2F70164%2F%23p-144058
Tatiana,Tatiana Flavored Classic Corona Fusion Frenzy - BOX (25),25,81.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Ftatiana-flavored-classic-corona-fusion-frenzy%2F2024491%2F%23p-2010583
Tatiana,Tatiana Flavored Classic Corona Rum - BOX (25),25,81.99 USD,https://www.kqzyfj.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Ftatiana-flavored-classic-corona-rum%2F67534%2F%23p-141138
Tatiana,Tatiana Flavored Classic Corona Nightcap - BOX (25),25,81.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Ftatiana-flavored-classic-corona-nightcap%2F2024498%2F%23p-2010582
Tatiana,Tatiana Flavored Classic Corona Sweet Euphoria - BOX (25),25,81.99 USD,https://www.kqzyfj.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Ftatiana-flavored-classic-corona-sweet-euphoria%2F2024502%2F%23p-2010574
Nica Libre,Nica Libre Sun Grown Churchill - Box of 20,20,105.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fnica-libre-sun-grown-churchill%2F2035695%2F%23p-2035687
Guardian of the Farm,Guardian of the Farm Rambo - BOX (25),25,202.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fguardian-of-the-farm-rambo%2F2028868%2F%23p-2006231
Saint Luis Rey,Saint Luis Rey Serie G Natural Churchill - BOX (25),25,208.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fsaint-luis-rey-serie-g-natural-churchill%2F2025104%2F%23p-2025102
Tatiana,Tatiana Flavored Classic Corona Cognac - BOX (25),25,81.99 USD,https://www.jdoqocy.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Ftatiana-flavored-classic-corona-congnac%2F2024489%2F%23p-2010588
Tatiana,Tatiana Flavored Classic Corona Cherry - BOX (25),25,81.99 USD,https://www.jdoqocy.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Ftatiana-flavored-classic-corona-cherry%2F67532%2F%23p-141136
Tatiana,Tatiana Flavored Classic Robusto Chocolate - BOX (25),25,103.99 USD,https://www.jdoqocy.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Ftatiana-flavored-classic-robusto-chocolate%2F2024485%2F%23p-2010580
Punch,Punch Gran Cru No. 2 Pyramid - Maduro - Box of 20,20,197.99 USD,https://www.jdoqocy.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fpunch-gran-cru-maduro-no-2-pyramid-cigars%2F66964%2F%23p-2010308
HC Series,HC Series Criollo Belicoso - Box of 20,20,107.99 USD,https://www.jdoqocy.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fhc-series-criollo-belicoso%2F2029763%2F%23p-2029753
Graycliff,Graycliff G2 Habano PGX - Box of 20,20,84.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fgraycliff-g2-habano-pgx-cigars%2F2037651%2F%23p-2008275
Don Lino,Don Lino Africa Punda Milia - BOX (20),20,206.99 USD,https://www.kqzyfj.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fdon-lino-africa-punda-milia%2F2026786%2F%23p-2026784
829,829 Toro Natural - Pack of 40,40,78.99 USD,https://www.jdoqocy.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2F829-toro-natural%2F97412%2F%23p-190874
829,829 Churchill Natural - Pack of 40,40,78.99 USD,https://www.dpbolvw.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2F829-churchill-natural%2F97411%2F%23p-190873
Sancho Panza,Sancho Panza The Original - Box of 20,20,121.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fsancho-panza-the-original-cigar%2F2044632%2F%23p-2044629
Sancho Panza,Sancho Panza The Original - Box of 20,20,129.99 USD,https://www.kqzyfj.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fsancho-panza-the-original-cigar%2F2044632%2F%23p-2044630
Sancho Panza,Sancho Panza The Original - Box of 20,20,137.99 USD,https://www.kqzyfj.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fsancho-panza-the-original-cigar%2F2044632%2F%23p-2044631
E.P. Carrillo,La Historia By E.P. Carrillo - Box of 20,20,256.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fe-p-carrillo-la-historia-e-iii%2F2044493%2F%23p-2044491
601,601 Blue Box-Pressed Prominente Maduro - Box of 20,20,188.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2F60-blue-label-box-pressed-prominente-maduro%2F2023456%2F%23p-2023455
601,601 Blue Label Box-Pressed Torpedo Maduro - Box of 20,20,186.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2F601-blue-label-box-pressed-torpedo-maduro%2F2023459%2F%23p-2023457
Victor Sinclair,Victor Sinclair 20th Anniversary Grande - BOX (20),20,119.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fvictor-sinclair-20th-anniversary-grande-habano%2F2021161%2F%23p-2010468
VSOP,VSOP Natural - Pack of 25,25,67.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fvsop-churchill-natural%2F67707%2F%23p-141317
VSOP,VSOP Maduro - Pack of 25,25,67.99 USD,https://www.dpbolvw.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fvsop-churchill-maduro%2F78506%2F%23p-171135
Tatiana,Tatiana Flavored Corona Caribbean Chill - BOX (25),25,81.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Ftatiana-flavored-corona-caribbean-chill%2F2024479%2F%23p-2010596
Tatiana,Tatiana Flavored Classic Corona Chocolate - BOX (25),25,81.99 USD,https://www.jdoqocy.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Ftatiana-flavored-classic-corona-chocolate%2F2024483%2F%23p-2010585
Tatiana,Tatiana Flavored Classic Corona Groovy Blue - Box of 25,25,81.99 USD,https://www.jdoqocy.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Ftatiana-flavored-classic-corona-groovy-blue%2F2024493%2F%23p-2010584
Tatiana,Tatiana Flavored Classic Corona Honey - BOX (25),25,81.99 USD,https://www.dpbolvw.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Ftatiana-flavored-classic-corona-honey%2F67778%2F%23p-141402
Tatiana,Tatiana Flavored Classic Corona Vanilla - BOX (25),25,81.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Ftatiana-flavored-classic-corona-vanilla%2F67536%2F%23p-141140
Tatiana,Tatiana Flavored Classic Robusto Vanilla - BOX (25),25,103.99 USD,https://www.kqzyfj.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Ftatiana-flavored-classic-robusto-vanilla%2F93527%2F%23p-186541
Saint Luis Rey,Saint Luis Rey Rothchilde - BOX (25),25,119.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fsaint-luis-rey-rothchilde%2F2025116%2F%23p-2025114
Punch,Punch Deluxe Chateau L Churchill Double Maduro - BOX (25),25,239.99 USD,https://www.kqzyfj.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fpunch-deluxe-chateau-l-churchill-double-maduro%2F66785%2F%23p-163425
Punch,Punch Deluxe Chateau L Churchill Sumatra - BOX (25),25,239.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fpunch-deluxe-chateau-l-churchill-sumatra%2F66784%2F%23p-2010401
Punch,Punch Deluxe Chateau L Churchill Maduro - BOX (25),25,239.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fpunch-deluxe-chateau-l-churchill-madurp%2F66786%2F%23p-140206
Nica Libre,Nica Libre Sun Grown Gordo - Box of 20,20,112.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fnica-libre-sun-grown-gordo%2F2035696%2F%23p-2035688
Flor de las Antillas,Flor De Las Antillas Toro Gordo Sun Grown - Box of 20,20,194.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fflor-de-las-antillas-toro-gordo-sun-grown%2F86351%2F%23p-179230
HC Series,HC Series Connecticut Grande - Box of 20,20,112.99 USD,https://www.jdoqocy.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fhc-series-connecticut-grande%2F2029794%2F%23p-2029784
HC Series,HC Series Habano Churchill - Box of 20,20,107.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fhc-series-habano-churchill%2F2029777%2F%23p-2029767
Gurkha,Gurkha Master Select Parejo Box of 20 - Box of 20,20,109.99 USD,https://www.dpbolvw.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fgurkha-master-select-parejo-cigars%2F2036899%2F%23p-2036882
Gispert,Gispert Belicoso - Box of 25,25,153.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fgispert-belicoso%2F2029645%2F%23p-2029641
Gurkha,Gurkha Ghost Gold Shadow - Box of 21,21,161.99 USD,https://www.dpbolvw.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fgurkha-ghost-gold-shadow%2F2029489%2F%23p-2029464
Graycliff,Graycliff G2 Maduro PG - BOX (20),20,79.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fgraycliff-g2-maduro-pg%2F2037649%2F%23p-2008293
Graycliff,Graycliff 'G2' Presidente - BOX (20),20,89.99 USD,https://www.jdoqocy.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fgraycliff-g2-presidente-cigars%2F2037648%2F%23p-2008260
Fonseca,Fonseca by My Father Petite Corona - Box of 20,20,135.99 USD,https://www.jdoqocy.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Ffonseca-by-my-father-petite-corona%2F2033311%2F%23p-2033297
Crowned Heads,Crowned Heads Jericho Hill Lbv Maduro Lonsdale - Box of 24,24,226.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fcrowned-heads-jericho-hill-lbv-maduro-lonsdale%2F92011%2F%23p-185039
Don Lino,Don Lino Africa Duma - BOX (20),20,188.99 USD,https://www.jdoqocy.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fdon-lino-africa-duma%2F2026777%2F%23p-2026775
Don Diego,Don Diego Lonsdale - Box of 25,25,136.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fdon-diego-lonsdale%2F2028945%2F%23p-2028935
Don Diego,Don Diego Grande - Box of 25,25,141.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fdon-diego-grande%2F2028947%2F%23p-2028934
Caldwell,Caldwell Blind Man's Bluff Maduro Toro - Box of 20,20,203.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fcaldwell-blind-mans-bluff-maduro-toro%2F2033212%2F%23p-2033203
Bolivar,Bolivar Cofradia Churchill - Box of 25,25,165.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fbolivar-cofradia-churchill%2F2031801%2F%23p-2030994
Partagas,Partagas Cifuentes Maduro Robusto - Box of 20,20,119.99 USD,https://www.tkqlhce.com/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fpartagas-cifuentes-maduro-robusto%2F2032410%2F%23p-2032404
Partagas,Partagas Cifuentes Febrero - Box of 20,20,119.99 USD,https://www.anrdoezrs.net/click-101532120-13759731?url=https%3A%2F%2Fwww.thompsoncigar.com%2Fp%2Fpartagas-cifuentes-febrero%2F2032421%2F%23p-2032415
