url,title,sale_price,msrp_price,box_qty,in_stock,raw_price_text
https://cccrafter.com/padron-1964-anniversary-diplomat-maduro-50-x-7-cigars/,Padron 1964  Anniversary DIPLOMAT Maduro 50 X 7 Cigars,516.0,,25,False,$516.00
https://cccrafter.com/romeo-y-julieta-1875-lovers-sampler-box-of-6/,ROMEO Y JULIETA 1875 LOVERS SAMPLER. Box of 6,59.99,,6,False,$59.99
