url,title,sale_price,msrp_price,box_qty,in_stock,raw_price_text
https://cccrafter.com/padron-1964-anniversary-diplomat-maduro-50-x-7-cigars/,Padron 1964  Anniversary DIPLOMAT Maduro 50 X 7 Cigars,431.99,516.0,25,True,"BCData: MSRP $516.0, Sale $431.99"
https://cccrafter.com/romeo-y-julieta-1875-lovers-sampler-box-of-6/,ROMEO Y JULIETA 1875 LOVERS SAMPLER. Box of 6,39.99,59.99,6,False,"BCData: MSRP $59.99, Sale $39.99"
